Potiretama,2009,1306.75,108.9,"2311231"
Itaitinga,2009,2216.0,184.67,"2306256"
Altaneira,2009,985.4,82.12,"2300606"
Farias Brito,2009,1187.2,98.93,"2304301"
Jati,2009,906.9,75.58,"2307205"
Nova Olinda,2009,1050.5,87.54,"2309201"
Quixadá,2009,1083.06,90.26,"2311306"
Pereiro,2009,1172.3,97.69,"2310803"
Groaíras,2009,1264.7,105.39,"2304905"
Cariús,2009,1114.6,92.88,"2303303"
Graça,2009,1980.0,165.0,"2304657"
Choró,2009,1162.25,96.85,"2303931"
Jaguaruana,2009,1131.03,94.25,"2307007"
Viçosa do Ceará,2009,1838.0,153.17,"2314102"
São Luís do Curu,2009,1739.1,144.92,"2312601"
Baixio,2009,1186.7,98.89,"2301802"
Piquet Carneiro,2009,1181.6,98.47,"2310902"
Tururu,2009,1247.0,113.36,"2313559"
Morada Nova,2009,1209.99,100.83,"2308708"
Quixelô,2009,1106.7,92.23,"2311355"
Nova Russas,2009,1445.48,120.46,"2309300"
Acarape,2009,1823.0,151.92,"2300150"
Aracati,2009,1587.69,132.31,"2301109"
Orós,2009,1147.47,95.62,"2309508"
Monsenhor Tabosa,2009,962.0,80.17,"2308609"
Itapipoca,2009,1981.97,165.16,"2306405"
Mombaça,2009,985.5,82.12,"2308500"
Marco,2009,1457.3,121.44,"2307809"
Pires Ferreira,2009,1717.5,143.12,"2310951"
Catarina,2009,709.2,59.1,"2303600"
Ererê,2009,1317.2,109.77,"2304277"
Guaraciaba do Norte,2009,1626.94,135.58,"2305001"
Iracema,2009,1434.38,119.53,"2306009"
Croatá,2009,1001.55,83.46,"2304236"
Paramoti,2009,1148.1,95.67,"2310407"
Ubajara,2009,2011.65,167.64,"2313609"
Ipaporanga,2009,1238.0,103.17,"2305654"
Carnaubal,2009,920.3,76.69,"2303402"
Massapê,2009,1296.7,108.06,"2308005"
Chaval,2009,1836.1,153.01,"2303907"
São Benedito,2009,1840.6,153.38,"2312304"
Aracoiaba,2009,1410.85,117.57,"2301208"
Potengi,2009,880.25,73.35,"2311207"
Granja,2009,2033.99,169.5,"2304707"
Missão Velha,2009,1225.0,102.08,"2308401"
Poranga,2009,955.0,79.58,"2311009"
Granjeiro,2009,1360.7,113.39,"2304806"
Senador Sá,2009,1558.65,129.89,"2312809"
Icó,2009,1142.48,95.21,"2305407"
Pedra Branca,2009,1054.8,87.9,"2310506"
Tarrafas,2009,714.9,59.57,"2313252"
Maranguape,2009,1523.61,126.97,"2307700"
Palhano,2009,1292.4,107.7,"2310001"
Campos Sales,2009,776.86,64.74,"2302701"
Caridade,2009,1187.97,99.0,"2303006"
São Gonçalo do Amara,2009,1930.6,160.88,"2312403"
Horizonte,2009,1921.9,160.16,"2305233"
Paracuru,2009,2077.2,173.1,"2310209"
Santana do Cariri,2009,1504.7,125.39,"2312106"
Amontada,2009,2071.02,172.58,"2300754"
Quiterianópolis,2009,898.59,74.88,"2311264"
Tauá,2009,744.29,62.02,"2313302"
Brejo Santo,2009,904.15,75.35,"2302503"
Lavras da Mangabeira,2009,1068.51,89.04,"2307502"
Ocara,2009,1397.62,116.47,"2309458"
Caririaçu,2009,1121.0,93.42,"2303204"
Aurora,2009,972.78,81.06,"2301703"
Barreira,2009,1537.0,128.08,"2301950"
Maracanaú,2009,2023.9,168.66,"2307650"
Bela Cruz,2009,1824.95,152.08,"2302305"
Meruoca,2009,1974.2,164.52,"2308203"
Pacatuba,2009,1731.75,144.31,"2309706"
Frecheirinha,2009,1765.4,147.12,"2304509"
Pacujá,2009,1320.5,110.04,"2309904"
Salitre,2009,606.0,50.5,"2311959"
General Sampaio,2009,1278.69,106.56,"2304608"
Banabuiú,2009,1368.05,114.0,"2301851"
