Potiretama,2014,477.75,39.81,"2311231"
Itaitinga,2014,916.2,76.35,"2306256"
Altaneira,2014,910.4,75.87,"2300606"
Farias Brito,2014,1245.8,103.82,"2304301"
Jati,2014,654.25,54.52,"2307205"
Nova Olinda,2014,692.0,57.67,"2309201"
Quixadá,2014,455.97,38.0,"2311306"
Pereiro,2014,475.04,39.59,"2310803"
Groaíras,2014,546.65,45.55,"2304905"
Cariús,2014,877.88,73.16,"2303303"
Graça,2014,767.0,63.92,"2304657"
Choró,2014,668.1,55.67,"2303931"
Jaguaruana,2014,393.8,35.8,"2307007"
Viçosa do Ceará,2014,616.75,51.4,"2314102"
São Luís do Curu,2014,576.6,48.05,"2312601"
Baixio,2014,922.0,76.83,"2301802"
Piquet Carneiro,2014,642.9,53.58,"2310902"
Tururu,2014,419.5,34.96,"2313559"
Morada Nova,2014,499.97,41.66,"2308708"
Quixelô,2014,799.6,66.63,"2311355"
Nova Russas,2014,544.5,45.38,"2309300"
Acarape,2014,771.1,64.26,"2300150"
Aracati,2014,642.05,53.5,"2301109"
Orós,2014,570.35,47.53,"2309508"
Monsenhor Tabosa,2014,393.9,32.82,"2308609"
Itapipoca,2014,638.12,53.18,"2306405"
Mombaça,2014,423.7,35.31,"2308500"
Marco,2014,587.95,49.0,"2307809"
Pires Ferreira,2014,558.4,46.53,"2310951"
Catarina,2014,517.0,43.08,"2303600"
Ererê,2014,656.0,54.67,"2304277"
Guaraciaba do Norte,2014,751.5,62.62,"2305001"
Iracema,2014,649.85,54.15,"2306009"
Croatá,2014,332.0,27.67,"2304236"
Paramoti,2014,484.8,40.4,"2310407"
Ubajara,2014,563.55,46.96,"2313609"
Ipaporanga,2014,426.6,35.55,"2305654"
Carnaubal,2014,274.5,22.88,"2303402"
Massapê,2014,322.7,26.89,"2308005"
Chaval,2014,479.0,39.92,"2303907"
São Benedito,2014,920.4,83.67,"2312304"
Aracoiaba,2014,641.15,53.43,"2301208"
Potengi,2014,527.0,43.92,"2311207"
Granja,2014,732.19,61.02,"2304707"
Missão Velha,2014,974.32,81.19,"2308401"
Poranga,2014,337.0,28.08,"2311009"
Granjeiro,2014,1090.2,90.85,"2304806"
Senador Sá,2014,657.27,54.77,"2312809"
Icó,2014,801.3,66.77,"2305407"
Pedra Branca,2014,593.3,49.44,"2310506"
Tarrafas,2014,675.1,56.26,"2313252"
Maranguape,2014,713.13,59.43,"2307700"
Palhano,2014,372.8,31.07,"2310001"
Campos Sales,2014,478.1,39.84,"2302701"
Caridade,2014,454.35,37.86,"2303006"
São Gonçalo do Amara,2014,839.59,69.97,"2312403"
Horizonte,2014,613.8,51.15,"2305233"
Paracuru,2014,754.1,62.84,"2310209"
Santana do Cariri,2014,717.8,59.82,"2312106"
Amontada,2014,520.39,43.37,"2300754"
Quiterianópolis,2014,351.55,29.3,"2311264"
Tauá,2014,323.11,26.93,"2313302"
Brejo Santo,2014,777.95,64.83,"2302503"
Lavras da Mangabeira,2014,1094.7,91.23,"2307502"
Ocara,2014,620.75,51.73,"2309458"
Caririaçu,2014,764.5,63.71,"2303204"
Aurora,2014,1004.85,83.74,"2301703"
Barreira,2014,623.0,62.3,"2301950"
Maracanaú,2014,963.4,80.28,"2307650"
Bela Cruz,2014,506.3,42.19,"2302305"
Meruoca,2014,695.8,69.58,"2308203"
Pacatuba,2014,877.35,73.11,"2309706"
Frecheirinha,2014,749.0,62.42,"2304509"
Pacujá,2014,743.3,61.94,"2309904"
Salitre,2014,523.4,43.62,"2311959"
General Sampaio,2014,456.2,38.02,"2304608"
Banabuiú,2014,585.7,48.81,"2301851"
São João do Jaguarib,2014,471.6,39.3,"2312502"
Abaiara,2014,800.9,66.74,"2300101"
Umirim,2014,617.7,51.48,"2313757"
Irauçuba,2014,360.48,30.04,"2306108"
Guaiúba,2014,796.95,66.41,"2304954"
Crateús,2014,500.84,41.74,"2304103"
Palmácia,2014,951.1,79.26,"2310100"
Beberibe,2014,677.01,56.42,"2302206"
Mucambo,2014,638.0,79.75,"2309003"
Martinópole,2014,639.0,53.25,"2307908"
Jaguaribara,2014,545.4,45.45,"2306801"
Tabuleiro do Norte,2014,468.2,39.02,"2313104"
Acopiara,2014,860.19,71.68,"2300309"
Saboeiro,2014,409.65,34.14,"2311900"
Pacoti,2014,1142.4,95.2,"2309805"
Quixeramobim,2014,574.23,47.85,"2311405"
Cariré,2014,590.0,49.17,"2303105"
Alto Santo,2014,412.95,34.41,"2300705"
Barro,2014,798.94,66.58,"2302008"
Itaiçaba,2014,463.85,38.65,"2306207"
Barroquinha,2014,751.1,62.59,"2302057"
Crato,2014,1315.98,109.67,"2304202"
Moraújo,2014,743.4,61.95,"2308807"
Itapiúna,2014,485.9,40.49,"2306504"
Limoeiro do Norte,2014,414.32,34.53,"2307601"
Catunda,2014,403.0,33.58,"2303659"
Chorozinho,2014,375.0,31.25,"2303956"
