Potiretama,2004,1187.2,98.93,"2311231"
Itaitinga,2004,1421.0,118.42,"2306256"
Altaneira,2004,1252.0,104.33,"2300606"
Farias Brito,2004,1308.7,109.06,"2304301"
Jati,2004,936.0,78.0,"2307205"
Nova Olinda,2004,1156.0,96.33,"2309201"
Quixadá,2004,1196.05,99.67,"2311306"
Pereiro,2004,1213.05,101.09,"2310803"
Groaíras,2004,792.0,66.0,"2304905"
Cariús,2004,1194.94,99.58,"2303303"
Graça,2004,1496.0,124.67,"2304657"
Choró,2004,965.7,80.48,"2303931"
Jaguaruana,2004,830.7,69.23,"2307007"
Viçosa do Ceará,2004,1081.54,90.13,"2314102"
São Luís do Curu,2004,978.0,81.5,"2312601"
Baixio,2004,1062.9,88.58,"2301802"
Piquet Carneiro,2004,1111.8,92.65,"2310902"
Tururu,2004,1187.0,98.92,"2313559"
Morada Nova,2004,957.39,79.78,"2308708"
Quixelô,2004,930.05,77.5,"2311355"
Nova Russas,2004,975.4,81.28,"2309300"
Acarape,2004,1329.5,110.79,"2300150"
Aracati,2004,803.96,67.0,"2301109"
Orós,2004,992.8,82.73,"2309508"
Monsenhor Tabosa,2004,1048.1,87.34,"2308609"
Itapipoca,2004,1330.12,110.84,"2306405"
Mombaça,2004,980.18,81.68,"2308500"
Marco,2004,944.9,78.74,"2307809"
Pires Ferreira,2004,1380.2,115.02,"2310951"
Catarina,2004,848.6,70.72,"2303600"
Ererê,2004,1348.88,112.41,"2304277"
Guaraciaba do Norte,2004,1562.98,130.25,"2305001"
Iracema,2004,1515.69,126.31,"2306009"
Croatá,2004,810.65,67.55,"2304236"
Paramoti,2004,715.35,59.61,"2310407"
Ubajara,2004,1410.25,117.52,"2313609"
Ipaporanga,2004,928.0,77.33,"2305654"
Carnaubal,2004,1173.0,97.75,"2303402"
Massapê,2004,995.85,82.99,"2308005"
Chaval,2004,1388.4,115.7,"2303907"
São Benedito,2004,1518.75,126.56,"2312304"
Aracoiaba,2004,1103.42,91.95,"2301208"
Potengi,2004,961.5,80.12,"2311207"
Granja,2004,1144.86,95.41,"2304707"
Missão Velha,2004,1318.29,109.86,"2308401"
Poranga,2004,1078.65,89.89,"2311009"
Granjeiro,2004,1667.7,138.97,"2304806"
Senador Sá,2004,929.95,77.5,"2312809"
Icó,2004,918.52,76.54,"2305407"
Pedra Branca,2004,1251.55,104.3,"2310506"
