Nome,ano,chuva_total,chuva_media,id
Parambu,1993,489.7,40.81,"2310308"
Baturité,1993,434.5,36.21,"2302107"
Icapuí,1993,324.2,27.02,"2305357"
Ipaumirim,1993,613.9,51.16,"2305704"
Aquiraz,1993,433.7,36.14,"2301000"
Hidrolândia,1993,482.6,40.22,"2305209"
Camocim,1993,485.5,40.46,"2302602"
Pentecoste,1993,203.6,16.97,"2310704"
Miraíma,1993,145.6,12.13,"2308377"
Tamboril,1993,389.8,32.48,"2313203"
Deputado Irapuan Pin,1993,489.3,40.78,"2304269"
Morrinhos,1993,321.2,26.77,"2308906"
Itarema,1993,615.5,51.29,"2306553"
Jijoca de Jericoacoa,1993,322.0,26.83,"2307254"
Senador Pompeu,1993,303.25,25.27,"2312700"
Novo Oriente,1993,272.2,22.68,"2309409"
Forquilha,1993,308.75,25.73,"2304350"
Uruburetama,1993,643.5,53.62,"2313807"
Ipueiras,1993,464.4,38.7,"2305902"
Milagres,1993,469.8,39.15,"2308302"
Ibiapina,1993,950.2,79.18,"2305308"
Araripe,1993,454.8,37.9,"2301307"
Solonópole,1993,196.15,16.35,"2313005"
Trairi,1993,471.7,39.31,"2313500"
Eusébio,1993,628.9,52.41,"2304285"
Santana do Acaraú,1993,273.4,22.78,"2312007"
Milhã,1993,353.3,29.44,"2308351"
Itatira,1993,268.4,22.37,"2306603"
Mauriti,1993,462.35,38.53,"2308104"
Jaguaretama,1993,345.6,28.8,"2306702"
Fortaleza,1993,757.85,63.15,"2304400"
Russas,1993,168.5,14.04,"2311801"
Sobral,1993,410.05,34.17,"2312908"
Aiuaba,1993,369.7,30.81,"2300408"
Independência,1993,172.5,14.38,"2305605"
Ibaretama,1993,411.0,34.25,"2305266"
Apuiarés,1993,321.5,26.79,"2300903"
Juazeiro do Norte,1993,572.65,47.72,"2307304"
Coreaú,1993,685.5,57.12,"2304004"
Uruoca,1993,446.8,37.23,"2313906"
Santa Quitéria,1993,430.9,35.91,"2312205"
Iguatu,1993,501.98,41.83,"2305506"
Canindé,1993,184.58,15.38,"2302800"
Pindoretama,1993,530.0,44.17,"2310852"
Caucaia,1993,675.5,56.29,"2303709"
Redenção,1993,344.6,28.72,"2311603"
Umari,1993,427.1,35.59,"2313708"
