Nome,ano,chuva_total,chuva_media,id
Potiretama,1993,27.2,2.27,"2311231"
Itaitinga,1993,407.6,33.97,"2306256"
Altaneira,1993,622.6,51.88,"2300606"
Farias Brito,1993,757.4,63.12,"2304301"
Jati,1993,334.5,27.88,"2307205"
Nova Olinda,1993,525.4,43.78,"2309201"
Quixadá,1993,370.35,30.86,"2311306"
Pereiro,1993,294.6,24.55,"2310803"
Groaíras,1993,457.0,38.08,"2304905"
Cariús,1993,524.8,43.73,"2303303"
Graça,1993,653.9,54.49,"2304657"
Choró,1993,345.7,28.81,"2303931"
Jaguaruana,1993,118.0,9.83,"2307007"
Viçosa do Ceará,1993,998.7,83.22,"2314102"
São Luís do Curu,1993,242.6,20.22,"2312601"
Baixio,1993,532.4,44.37,"2301802"
Piquet Carneiro,1993,328.5,27.38,"2310902"
Tururu,1993,223.0,18.58,"2313559"
Morada Nova,1993,192.8,16.07,"2308708"
Quixelô,1993,293.8,24.48,"2311355"
Nova Russas,1993,404.5,33.71,"2309300"
Acarape,1993,365.6,30.47,"2300150"
Aracati,1993,220.0,18.33,"2301109"
Orós,1993,301.9,25.16,"2309508"
Monsenhor Tabosa,1993,144.7,12.06,"2308609"
Itapipoca,1993,570.75,47.56,"2306405"
Mombaça,1993,273.3,22.78,"2308500"
Marco,1993,515.6,42.97,"2307809"
Pires Ferreira,1993,242.8,20.23,"2310951"
Catarina,1993,415.0,34.58,"2303600"
Ererê,1993,185.6,15.47,"2304277"
Guaraciaba do Norte,1993,462.75,38.56,"2305001"
Iracema,1993,235.02,19.59,"2306009"
Croatá,1993,269.2,22.43,"2304236"
Paramoti,1993,141.0,11.75,"2310407"
Ubajara,1993,888.7,74.06,"2313609"
Ipaporanga,1993,377.0,31.42,"2305654"
Carnaubal,1993,265.4,22.12,"2303402"
Massapê,1993,404.7,33.73,"2308005"
Chaval,1993,465.1,38.76,"2303907"
São Benedito,1993,788.2,65.68,"2312304"
Aracoiaba,1993,380.95,31.75,"2301208"
Potengi,1993,571.9,47.66,"2311207"
Granja,1993,628.2,52.35,"2304707"
Missão Velha,1993,699.9,58.32,"2308401"
Poranga,1993,305.0,25.42,"2311009"
Granjeiro,1993,641.4,53.45,"2304806"
Senador Sá,1993,474.7,39.56,"2312809"
Icó,1993,434.6,36.22,"2305407"
Pedra Branca,1993,298.2,24.85,"2310506"
Tarrafas,1993,396.9,33.07,"2313252"
Maranguape,1993,458.43,38.2,"2307700"
Palhano,1993,103.9,8.66,"2310001"
Campos Sales,1993,401.5,33.46,"2302701"
Caridade,1993,142.3,11.86,"2303006"
São Gonçalo do Amara,1993,434.1,36.18,"2312403"
Horizonte,1993,349.0,29.08,"2305233"
Paracuru,1993,472.4,39.37,"2310209"
Santana do Cariri,1993,577.6,48.13,"2312106"
Amontada,1993,308.8,25.73,"2300754"
Quiterianópolis,1993,352.2,29.35,"2311264"
Tauá,1993,330.41,27.53,"2313302"
Brejo Santo,1993,594.5,49.54,"2302503"
Lavras da Mangabeira,1993,680.6,56.72,"2307502"
Ocara,1993,244.1,20.34,"2309458"
Caririaçu,1993,666.4,55.53,"2303204"
Aurora,1993,593.8,49.48,"2301703"
Barreira,1993,111.5,9.29,"2301950"
Maracanaú,1993,650.0,54.17,"2307650"
Bela Cruz,1993,342.0,28.5,"2302305"
Meruoca,1993,677.9,56.49,"2308203"
Pacatuba,1993,659.7,54.98,"2309706"
Frecheirinha,1993,581.6,48.47,"2304509"
Pacujá,1993,530.9,44.24,"2309904"
Salitre,1993,303.2,25.27,"2311959"
General Sampaio,1993,267.65,22.3,"2304608"
Banabuiú,1993,241.1,20.09,"2301851"
São João do Jaguarib,1993,288.8,24.07,"2312502"
Abaiara,1993,569.5,47.46,"2300101"
Umirim,1993,194.2,16.18,"2313757"
Irauçuba,1993,131.1,10.92,"2306108"
Guaiúba,1993,274.4,22.87,"2304954"
Crateús,1993,219.8,18.32,"2304103"
Palmácia,1993,528.95,44.08,"2310100"
Beberibe,1993,502.2,41.85,"2302206"
Mucambo,1993,494.4,41.2,"2309003"
Martinópole,1993,545.5,45.46,"2307908"
Jaguaribara,1993,230.7,19.23,"2306801"
Tabuleiro do Norte,1993,243.6,20.3,"2313104"
Acopiara,1993,366.0,30.5,"2300309"
Saboeiro,1993,435.9,36.32,"2311900"
Pacoti,1993,937.0,78.08,"2309805"
Quixeramobim,1993,249.23,20.77,"2311405"
Cariré,1993,488.0,40.67,"2303105"
Alto Santo,1993,116.7,9.72,"2300705"
Barro,1993,648.6,54.05,"2302008"
Itaiçaba,1993,172.0,14.33,"2306207"
Barroquinha,1993,213.2,17.77,"2302057"
Crato,1993,568.1,47.34,"2304202"
Moraújo,1993,484.5,40.38,"2308807"
Itapiúna,1993,241.35,20.11,"2306504"
Limoeiro do Norte,1993,313.15,26.1,"2307601"
Catunda,1993,241.0,20.08,"2303659"
Chorozinho,1993,271.8,22.65,"2303956"
Madalena,1993,192.1,16.01,"2307635"
Acaraú,1993,541.0,45.08,"2300200"
Várzea Alegre,1993,591.5,49.29,"2314003"
Jardim,1993,361.1,30.09,"2307106"
Alcântaras,1993,336.0,28.0,"2300507"
Pacajus,1993,301.2,25.1,"2309607"
Ararendá,1993,495.0,41.25,"2301257"
Paraipaba,1993,456.0,38.0,"2310258"
Itapajé,1993,554.9,46.24,"2306306"
Mulungu,1993,479.1,39.93,"2309102"
Varjota,1993,390.8,32.57,"2313955"
Porteiras,1993,490.4,40.87,"2311108"
Jaguaribe,1993,212.04,17.67,"2306900"
Cruz,1993,166.7,13.89,"2304251"
Quixeré,1993,226.0,18.83,"2311504"
Fortim,1993,398.3,33.19,"2304459"
Ibicuitinga,1993,241.3,20.11,"2305332"
Reriutaba,1993,221.7,18.47,"2311702"
Aratuba,1993,416.3,34.69,"2301406"
Capistrano,1993,371.8,30.98,"2302909"
Penaforte,1993,279.3,23.28,"2310605"
Boa Viagem,1993,183.8,15.32,"2302404"
Antonina do Norte,1993,417.0,34.75,"2300804"
Tejuçuoca,1993,311.4,25.95,"2313351"
Jucás,1993,491.0,40.92,"2307403"
Arneiroz,1993,296.2,24.68,"2301505"
Cedro,1993,530.1,44.18,"2303808"
Barbalha,1993,743.9,61.99,"2301901"
Ipu,1993,539.6,44.97,"2305803"
Cascavel,1993,469.0,39.08,"2303501"
Assaré,1993,366.5,30.54,"2301604"
Guaramiranga,1993,923.0,76.92,"2305100"
Tianguá,1993,789.0,65.75,"2313401"
