"Posição","Nome","Localidade","2010","Unidade","Multiplicador"
"5.1.3.2","Alvenaria sem revestimento","Quixeramobim","1965","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Quixeré","1097","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Redenção","926","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Reriutaba","333","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Russas","3547","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Saboeiro","680","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Salitre","433","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Santana do Acaraú","809","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Santana do Cariri","201","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Santa Quitéria","718","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","São Benedito","982","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","São Gonçalo do Amarante","2983","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","São João do Jaguaribe","273","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","São Luís do Curu","248","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Senador Pompeu","417","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Senador Sá","189","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Sobral","3976","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Solonópole","559","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tabuleiro do Norte","933","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tamboril","511","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tarrafas","424","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tauá","1645","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tejuçuoca","223","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tianguá","2269","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Trairi","2831","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Tururu","446","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Ubajara","795","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Umari","205","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Umirim","349","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Uruburetama","643","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Uruoca","481","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Varjota","353","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Várzea Alegre","1043","domicílios",1
"5.1.3.2","Alvenaria sem revestimento","Viçosa do Ceará","1789","domicílios",1
"5.1.3.3","Madeira aparelhada","Abaiara","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Acarape","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Acaraú","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Acopiara","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Aiuaba","6","domicílios",1
"5.1.3.3","Madeira aparelhada","Alcântaras","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Altaneira","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Alto Santo","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Amontada","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Antonina do Norte","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Apuiarés","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Aquiraz","106","domicílios",1
"5.1.3.3","Madeira aparelhada","Aracati","30","domicílios",1
"5.1.3.3","Madeira aparelhada","Aracoiaba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ararendá","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Araripe","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Aratuba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Arneiroz","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Assaré","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Aurora","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Baixio","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Banabuiú","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Barbalha","30","domicílios",1
"5.1.3.3","Madeira aparelhada","Barreira","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Barro","7","domicílios",1
"5.1.3.3","Madeira aparelhada","Barroquinha","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Baturité","7","domicílios",1
"5.1.3.3","Madeira aparelhada","Beberibe","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Bela Cruz","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Boa Viagem","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Brejo Santo","24","domicílios",1
"5.1.3.3","Madeira aparelhada","Camocim","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Campos Sales","12","domicílios",1
"5.1.3.3","Madeira aparelhada","Canindé","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Capistrano","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Caridade","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Cariré","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Caririaçu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Cariús","5","domicílios",1
"5.1.3.3","Madeira aparelhada","Carnaubal","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Cascavel","11","domicílios",1
"5.1.3.3","Madeira aparelhada","Catarina","16","domicílios",1
"5.1.3.3","Madeira aparelhada","Catunda","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Caucaia","42","domicílios",1
"5.1.3.3","Madeira aparelhada","Cedro","9","domicílios",1
"5.1.3.3","Madeira aparelhada","Chaval","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Choró","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Chorozinho","5","domicílios",1
"5.1.3.3","Madeira aparelhada","Coreaú","12","domicílios",1
"5.1.3.3","Madeira aparelhada","Crateús","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Crato","18","domicílios",1
"5.1.3.3","Madeira aparelhada","Croatá","9","domicílios",1
"5.1.3.3","Madeira aparelhada","Cruz","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Deputado Irapuan Pinheiro","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ererê","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Eusébio","10","domicílios",1
"5.1.3.3","Madeira aparelhada","Farias Brito","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Forquilha","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Fortaleza","499","domicílios",1
"5.1.3.3","Madeira aparelhada","Fortim","4","domicílios",1
"5.1.3.3","Madeira aparelhada","Frecheirinha","5","domicílios",1
"5.1.3.3","Madeira aparelhada","General Sampaio","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Graça","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Granja","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Granjeiro","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Groaíras","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Guaiúba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Guaraciaba do Norte","9","domicílios",1
"5.1.3.3","Madeira aparelhada","Guaramiranga","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Hidrolândia","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Horizonte","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ibaretama","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ibiapina","12","domicílios",1
"5.1.3.3","Madeira aparelhada","Ibicuitinga","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Icapuí","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Icó","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Iguatu","23","domicílios",1
"5.1.3.3","Madeira aparelhada","Independência","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ipaporanga","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ipaumirim","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ipu","9","domicílios",1
"5.1.3.3","Madeira aparelhada","Ipueiras","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Iracema","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Irauçuba","9","domicílios",1
"5.1.3.3","Madeira aparelhada","Itaiçaba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Itaitinga","10","domicílios",1
"5.1.3.3","Madeira aparelhada","Itapajé","29","domicílios",1
"5.1.3.3","Madeira aparelhada","Itapipoca","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Itapiúna","3","domicílios",1
"5.1.3.3","Madeira aparelhada","Itarema","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Itatira","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jaguaretama","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jaguaribara","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jaguaribe","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jaguaruana","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jardim","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jati","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Jijoca de Jericoacoara","7","domicílios",1
"5.1.3.3","Madeira aparelhada","Juazeiro do Norte","15","domicílios",1
"5.1.3.3","Madeira aparelhada","Jucás","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Lavras da Mangabeira","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Limoeiro do Norte","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Madalena","6","domicílios",1
"5.1.3.3","Madeira aparelhada","Maracanaú","42","domicílios",1
"5.1.3.3","Madeira aparelhada","Maranguape","10","domicílios",1
"5.1.3.3","Madeira aparelhada","Marco","11","domicílios",1
"5.1.3.3","Madeira aparelhada","Martinópole","5","domicílios",1
"5.1.3.3","Madeira aparelhada","Massapê","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Mauriti","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Meruoca","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Milagres","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Milhã","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Miraíma","6","domicílios",1
"5.1.3.3","Madeira aparelhada","Missão Velha","8","domicílios",1
"5.1.3.3","Madeira aparelhada","Mombaça","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Monsenhor Tabosa","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Morada Nova","29","domicílios",1
"5.1.3.3","Madeira aparelhada","Moraújo","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Morrinhos","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Mucambo","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Mulungu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Nova Olinda","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Nova Russas","23","domicílios",1
"5.1.3.3","Madeira aparelhada","Novo Oriente","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ocara","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Orós","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Pacajus","13","domicílios",1
"5.1.3.3","Madeira aparelhada","Pacatuba","5","domicílios",1
"5.1.3.3","Madeira aparelhada","Pacoti","5","domicílios",1
"5.1.3.3","Madeira aparelhada","Pacujá","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Palhano","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Palmácia","7","domicílios",1
"5.1.3.3","Madeira aparelhada","Paracuru","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Paraipaba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Parambu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Paramoti","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Pedra Branca","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Penaforte","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Pentecoste","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Pereiro","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Pindoretama","11","domicílios",1
"5.1.3.3","Madeira aparelhada","Piquet Carneiro","4","domicílios",1
"5.1.3.3","Madeira aparelhada","Pires Ferreira","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Poranga","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Porteiras","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Potengi","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Potiretama","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Quiterianópolis","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Quixadá","35","domicílios",1
"5.1.3.3","Madeira aparelhada","Quixelô","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Quixeramobim","32","domicílios",1
"5.1.3.3","Madeira aparelhada","Quixeré","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Redenção","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Reriutaba","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Russas","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Saboeiro","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Salitre","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Santana do Acaraú","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Santana do Cariri","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Santa Quitéria","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","São Benedito","9","domicílios",1
"5.1.3.3","Madeira aparelhada","São Gonçalo do Amarante","9","domicílios",1
"5.1.3.3","Madeira aparelhada","São João do Jaguaribe","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","São Luís do Curu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Senador Pompeu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Senador Sá","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Sobral","10","domicílios",1
"5.1.3.3","Madeira aparelhada","Solonópole","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tabuleiro do Norte","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tamboril","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tarrafas","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tauá","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tejuçuoca","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tianguá","41","domicílios",1
"5.1.3.3","Madeira aparelhada","Trairi","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Tururu","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Ubajara","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Umari","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Umirim","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Uruburetama","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Uruoca","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Varjota","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Várzea Alegre","99999999999992","domicílios",1
"5.1.3.3","Madeira aparelhada","Viçosa do Ceará","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Abaiara","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Acarape","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Acaraú","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Acopiara","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Aiuaba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Alcântaras","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Altaneira","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Alto Santo","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Amontada","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Antonina do Norte","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Apuiarés","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Aquiraz","21","domicílios",1
"5.1.3.4","Madeira aproveitada","Aracati","31","domicílios",1
"5.1.3.4","Madeira aproveitada","Aracoiaba","15","domicílios",1
"5.1.3.4","Madeira aproveitada","Ararendá","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Araripe","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Aratuba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Arneiroz","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Assaré","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Aurora","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Baixio","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Banabuiú","4","domicílios",1
"5.1.3.4","Madeira aproveitada","Barbalha","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Barreira","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Barro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Barroquinha","6","domicílios",1
"5.1.3.4","Madeira aproveitada","Baturité","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Beberibe","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Bela Cruz","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Boa Viagem","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Brejo Santo","10","domicílios",1
"5.1.3.4","Madeira aproveitada","Camocim","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Campos Sales","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Canindé","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Capistrano","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Caridade","4","domicílios",1
"5.1.3.4","Madeira aproveitada","Cariré","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Caririaçu","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Cariús","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Carnaubal","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Cascavel","9","domicílios",1
"5.1.3.4","Madeira aproveitada","Catarina","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Catunda","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Caucaia","68","domicílios",1
"5.1.3.4","Madeira aproveitada","Cedro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Chaval","9","domicílios",1
"5.1.3.4","Madeira aproveitada","Choró","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Chorozinho","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Coreaú","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Crateús","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Crato","12","domicílios",1
"5.1.3.4","Madeira aproveitada","Croatá","4","domicílios",1
"5.1.3.4","Madeira aproveitada","Cruz","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Deputado Irapuan Pinheiro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ererê","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Eusébio","12","domicílios",1
"5.1.3.4","Madeira aproveitada","Farias Brito","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Forquilha","9","domicílios",1
"5.1.3.4","Madeira aproveitada","Fortaleza","508","domicílios",1
"5.1.3.4","Madeira aproveitada","Fortim","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Frecheirinha","20","domicílios",1
"5.1.3.4","Madeira aproveitada","General Sampaio","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Graça","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Granja","7","domicílios",1
"5.1.3.4","Madeira aproveitada","Granjeiro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Groaíras","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Guaiúba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Guaraciaba do Norte","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Guaramiranga","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Hidrolândia","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Horizonte","9","domicílios",1
"5.1.3.4","Madeira aproveitada","Ibaretama","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ibiapina","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ibicuitinga","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Icapuí","3","domicílios",1
"5.1.3.4","Madeira aproveitada","Icó","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Iguatu","8","domicílios",1
"5.1.3.4","Madeira aproveitada","Independência","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ipaporanga","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ipaumirim","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ipu","9","domicílios",1
"5.1.3.4","Madeira aproveitada","Ipueiras","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Iracema","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Irauçuba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Itaiçaba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Itaitinga","8","domicílios",1
"5.1.3.4","Madeira aproveitada","Itapajé","7","domicílios",1
"5.1.3.4","Madeira aproveitada","Itapipoca","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Itapiúna","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Itarema","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Itatira","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jaguaretama","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jaguaribara","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jaguaribe","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jaguaruana","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jardim","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jati","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Jijoca de Jericoacoara","7","domicílios",1
"5.1.3.4","Madeira aproveitada","Juazeiro do Norte","10","domicílios",1
"5.1.3.4","Madeira aproveitada","Jucás","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Lavras da Mangabeira","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Limoeiro do Norte","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Madalena","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Maracanaú","110","domicílios",1
"5.1.3.4","Madeira aproveitada","Maranguape","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Marco","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Martinópole","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Massapê","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Mauriti","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Meruoca","4","domicílios",1
"5.1.3.4","Madeira aproveitada","Milagres","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Milhã","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Miraíma","12","domicílios",1
"5.1.3.4","Madeira aproveitada","Missão Velha","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Mombaça","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Monsenhor Tabosa","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Morada Nova","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Moraújo","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Morrinhos","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Mucambo","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Mulungu","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Nova Olinda","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Nova Russas","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Novo Oriente","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Ocara","8","domicílios",1
"5.1.3.4","Madeira aproveitada","Orós","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pacajus","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pacatuba","10","domicílios",1
"5.1.3.4","Madeira aproveitada","Pacoti","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Pacujá","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Palhano","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Palmácia","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Paracuru","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Paraipaba","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Parambu","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Paramoti","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pedra Branca","21","domicílios",1
"5.1.3.4","Madeira aproveitada","Penaforte","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pentecoste","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pereiro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pindoretama","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Piquet Carneiro","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Pires Ferreira","5","domicílios",1
"5.1.3.4","Madeira aproveitada","Poranga","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Porteiras","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Potengi","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Potiretama","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Quiterianópolis","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Quixadá","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Quixelô","99999999999992","domicílios",1
"5.1.3.4","Madeira aproveitada","Quixeramobim","10","domicílios",1
"5.1.3.4","Madeira aproveitada","Quixeré","17","domicílios",1
"5.1.3.4","Madeira aproveitada","Redenção","12","domicílios",1
"5.1.3.4","Madeira aproveitada","Reriutaba","6","domicílios",1
