Código,Espacialidades,Percentual da renda apropriada pelos 20% mais pobres 1991,Percentual da renda apropriada pelos 20% mais pobres 2000,Percentual da renda apropriada pelos 20% mais pobres 2010,Percentual da renda apropriada pelos 40% mais pobres 1991,Percentual da renda apropriada pelos 40% mais pobres 2000,Percentual da renda apropriada pelos 40% mais pobres 2010,Percentual da renda apropriada pelos 60% mais pobres 1991,Percentual da renda apropriada pelos 60% mais pobres 2000,Percentual da renda apropriada pelos 60% mais pobres 2010,Percentual da renda apropriada pelos 80% mais pobres 1991,Percentual da renda apropriada pelos 80% mais pobres 2000,Percentual da renda apropriada pelos 80% mais pobres 2010,Percentual da renda apropriada pelos 20% mais ricos 1991,Percentual da renda apropriada pelos 20% mais ricos 2000,Percentual da renda apropriada pelos 20% mais ricos 2010,Percentual da renda apropriada pelos 10% mais ricos 1991,Percentual da renda apropriada pelos 10% mais ricos 2000,Percentual da renda apropriada pelos 10% mais ricos 2010,Razão 20% mais ricos / 40% mais pobres 1991,Razão 20% mais ricos / 40% mais pobres 2000,Razão 20% mais ricos / 40% mais pobres 2010,Razão 10% mais ricos / 40% mais pobres 1991,Razão 10% mais ricos / 40% mais pobres 2000,Razão 10% mais ricos / 40% mais pobres 2010,Índice de Theil - L 1991,Índice de Theil - L 2000,Índice de Theil - L 2010,Índice de Gini 1991,Índice de Gini 2000,Índice de Gini 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Renda per capita 1991,Renda per capita 2000,Renda per capita 2010,"Renda per capita , exceto renda nula 1991","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010",% da renda proveniente de rendimentos do trabalho 1991,% da renda proveniente de rendimentos do trabalho 2000,% da renda proveniente de rendimentos do trabalho 2010,Renda per capita média do 1º quinto mais pobre 1991,Renda per capita média do 1º quinto mais pobre 2000,Renda per capita média do 1º quinto mais pobre 2010,Renda per capita máxima do 1º quinto mais pobre 1991,Renda per capita máxima do 1º quinto mais pobre 2000,Renda per capita máxima do 1º quinto mais pobre 2010,Renda per capita média do 2º quinto mais pobre 1991,Renda per capita média do 2º quinto mais pobre 2000,Renda per capita média do 2º quinto mais pobre 2010,Renda per capita máxima do 2° quinto mais pobre 1991,Renda per capita máxima do 2° quinto mais pobre 2000,Renda per capita máxima do 2° quinto mais pobre 2010,Renda per capita média do 3º quinto mais pobre 1991,Renda per capita média do 3º quinto mais pobre 2000,Renda per capita média do 3º quinto mais pobre 2010,Renda per capita máxima do 3° quinto mais pobre 1991,Renda per capita máxima do 3° quinto mais pobre 2000,Renda per capita máxima do 3° quinto mais pobre 2010,Renda per capita média do 4º quinto mais pobre 1991,Renda per capita média do 4º quinto mais pobre 2000,Renda per capita média do 4º quinto mais pobre 2010,Renda per capita máxima do 4°quinto mais pobre 1991,Renda per capita máxima do 4°quinto mais pobre 2000,Renda per capita máxima do 4°quinto mais pobre 2010,Renda per capita média do quinto mais rico 1991,Renda per capita média do quinto mais rico 2000,Renda per capita média do quinto mais rico 2010,Renda per capita média do décimo mais rico 1991,Renda per capita média do décimo mais rico 2000,Renda per capita média do décimo mais rico 2010,Renda per capita mínima do décimo mais rico 1991,Renda per capita mínima do décimo mais rico 2000,Renda per capita mínima do décimo mais rico 2010,% de extremamente pobres 1991,% de extremamente pobres 2000,% de extremamente pobres 2010,% de pobres 1991,% de pobres 2000,% de pobres 2010,% de vulneráveis à pobreza 1991,% de vulneráveis à pobreza 2000,% de vulneráveis à pobreza 2010,% de crianças extremamente pobres 1991,% de crianças extremamente pobres 2000,% de crianças extremamente pobres 2010,% de crianças pobres 1991,% de crianças pobres 2000,% de crianças pobres 2010,% de crianças vulneráveis à pobreza 1991,% de crianças vulneráveis à pobreza 2000,% de crianças vulneráveis à pobreza 2010,Renda per capita dos extremamente pobres 1991,Renda per capita dos extremamente pobres 2000,Renda per capita dos extremamente pobres 2010,Renda per capita dos pobres 1991,Renda per capita dos pobres 2000,Renda per capita dos pobres 2010,Renda per capita dos vulneráveis à pobreza 1991,Renda per capita dos vulneráveis à pobreza 2000,Renda per capita dos vulneráveis à pobreza 2010
2302107,Baturité,3.9,2.27,3.44,11.47,8.82,12.21,23.39,19.04,26.23,42.55,36.72,47.87,57.45,63.28,52.13,41.69,48.96,35.09,10.02,14.34,8.48,14.54,22.2,11.49,0.48,0.63,0.42,0.52,0.6,0.48,,,501.28,,13.18,13.93,,80.6,54.33,,91.7,90.03,,94.83,95.48,,97.15,98.39,142.91,210.55,284.88,143.28,218.7,288.48,84.12,71.25,62.42,27.85,23.85,49.06,40.74,49.13,92,54.09,69.04,124.9,68.95,87.39,155.5,85.15,107.55,199.66,106.11,141.2,251.67,136.95,186.08,308.25,183.61,255.72,389.67,410.48,666.24,738.02,595.76,1030.94,999.71,291.46,358.53,555,40.25,30.5,14.44,71.26,59.83,34.41,87.32,79.56,62.33,50.09,42.36,21.81,78.8,73.47,48.37,90.31,87.58,77.28,41.13,36.05,36.16,65.97,66.51,76.59,86.88,95.71,129.92
2302206,Beberibe,4.05,1.18,2.31,12.71,7.83,9.61,26.83,19.46,21.96,48.59,38.08,41.98,51.41,61.92,58.02,35.75,47.81,43.84,8.09,15.82,12.12,11.26,24.43,18.25,0.41,0.57,0.59,0.47,0.6,0.55,,,454.5,,16.64,18.73,,83.7,58.13,,95.89,92.19,,97.17,96.66,,98.9,98.61,115.07,159.43,304.61,115.47,179.4,310.99,85.17,63.55,56.72,23.28,9.4,35.14,36.56,34.16,69,49.83,53.01,111.2,65.58,73.69,144.5,81.28,92.7,188.09,101.86,117.13,237.5,125.17,148.42,304.91,150.43,195.21,382.5,295.82,493.64,887.09,411.44,762.26,1335.37,216.25,292.81,511,42.8,38.49,20.15,75.37,66.54,38.18,93.29,88.31,64.22,54.87,48.49,28.36,83.45,78.09,53.38,96.31,93.76,79.41,38.61,29.55,35.14,65.3,58.98,69.48,87.45,88.93,120.51
2302305,Bela Cruz,5.15,2.24,2.29,13.71,9.59,8.84,26.23,22.3,21.05,45.22,43.2,42.57,54.78,56.8,57.43,39.87,40.45,39.95,7.99,11.84,13.06,11.63,16.86,18.08,0.4,0.48,0.57,0.49,0.54,0.55,,,310.16,,13.53,25.55,,89.32,77.23,,95.75,94.58,,97.22,98.07,,99.63,99.45,107.82,124.25,221.07,107.82,132.09,223.99,85.62,67.77,53.73,27.74,13.9,25.33,35.26,31.51,42.5,46.17,45.71,72.38,55.94,58.95,100,67.47,78.91,135.01,78.51,98.26,170,102.4,129.89,237.78,141.03,167.88,311,295.33,352.85,638.13,429.85,502.64,883.24,188.04,269,503.33,50.64,45.69,28.97,79.91,74.07,51.91,93.9,89.19,74.88,61.55,60.05,40,86.27,85.4,66.61,96.73,94.48,87.77,42.25,34.22,35.01,60.82,60.11,64.66,78.25,80.54,105.12
2302404,Boa Viagem,3.68,0.81,1.76,10.85,5.5,6.84,22.29,15.17,18.55,41.37,32.8,39.76,58.63,67.2,60.24,43.37,51.85,48.56,10.81,24.46,17.63,15.99,37.74,28.4,0.51,0.74,0.69,0.54,0.65,0.59,,,382.27,,34.21,35.84,,87.31,72.2,,95.06,93.33,,96.27,96.83,,98.01,98.74,91.89,162.68,250.47,91.89,179.94,254.4,82.13,66.51,51.09,16.91,6.62,22.09,24.18,19.52,30,32.94,38.08,63.57,41.37,58.56,100,52.56,78.73,146.62,65.81,99.95,194.8,87.67,143.38,265.69,112.82,196.51,345.75,269.36,546.58,755.02,398.48,843.55,1216.34,180.21,296.72,518.33,61.95,45.73,31.91,85.54,68.67,48.83,94.22,85.76,71.03,71.93,59.75,44.43,91.66,81.95,67.23,96.06,93,87.17,35.15,27.44,31.59,52.5,51.13,56.55,64.44,77.11,101.24
2302503,Brejo Santo,2.69,1.9,2.97,7.43,7.76,11.02,15.27,17.7,24.14,29.2,34.62,43.77,70.8,65.38,56.23,57.4,50.02,41.12,19.07,16.85,10.28,30.92,25.79,14.93,0.79,0.64,0.47,0.66,0.61,0.52,,,628.94,,7.82,8.39,,75.5,53.08,,88.89,88.27,,92.35,93.6,,96.3,97.45,177.12,226.92,325.64,177.82,240.25,338.11,88.23,74.35,69.34,23.85,21.58,48.28,32.91,46.85,94,41.92,66.45,131.11,52.65,85.89,169.8,69.44,112.76,213.7,90.07,147.38,255,123.38,192.01,319.56,186.47,273.94,423,627.04,741.79,922.39,1016.67,1134.99,1339,329.07,488.02,610,50.74,31.72,13.83,75.18,58.36,32.29,86.76,77.86,61.28,61.1,44.65,18.16,82.73,71.43,44.76,91.48,86.37,75.8,38.8,35.3,31.85,58.54,64.69,74.06,76.12,93.53,132.68
2302602,Camocim,3.84,1.73,2.36,11.2,7.15,9.06,22.81,16.37,20.58,41.03,31.9,40.1,58.97,68.1,59.9,44.28,54.72,43.93,10.53,19.04,13.42,15.81,30.6,19.4,0.5,0.77,0.6,0.54,0.65,0.56,,,538.81,,12.4,13.88,,81.17,58.26,,91.26,90.57,,94.72,94.58,,97.75,97.69,121.29,196.83,269,122.78,204.85,272.41,85.29,74.71,69.69,23.26,17.07,31.68,35.26,36.85,65,44.68,53.32,90.19,56.41,70.67,120,70.39,90.71,154.93,86.5,117.13,193.5,110.47,152.81,262.56,147.3,203.75,340,357.64,670.24,817.61,537.07,1077.03,1181.83,224.38,357.23,510.33,49.33,39.78,22.12,78.46,67.41,45.76,91.65,84.79,71.72,59.08,51.5,31.51,85.19,78.3,60.92,94.88,89.98,83.42,39.24,34.98,35.34,60.58,61.69,69.6,78.06,86.67,114.71
2302701,Campos Sales,2.72,1.71,2.12,8.75,6.79,8.07,19.05,15.51,18.93,37.44,30.18,39.36,62.56,69.82,60.64,46.06,57.71,44.2,14.3,20.58,15.04,21.05,34.02,21.9,0.57,0.84,0.66,0.58,0.67,0.58,,,467.61,,21.21,26.49,,81.83,70.47,,92.64,90.96,,94.79,94.7,,97.26,97.5,128.57,245.47,303.68,133.58,253.77,306.08,78.22,73.62,58.96,17.47,20.97,32.12,29.92,39.24,60.2,38.79,62.31,90.43,50.54,79.86,118.89,66.23,107.11,164.93,83.57,141.33,225,118.19,180.02,310.22,171.59,242.71,411,402.18,856.95,921.74,592.17,1416.62,1342.18,282.06,372.85,560,52.06,34.12,23.58,76.19,59.67,46.64,88.97,81.01,66.09,62.05,47.42,34.01,83,75.13,64.86,91.61,90.38,84.8,35.35,35.63,37.09,55.28,63.03,70.94,74.71,94.5,110.03
2302800,Canindé,4.52,0.79,1.64,12.44,6.2,7.68,24.59,16.8,19.2,43.47,36.28,38.91,56.53,63.72,61.09,42.14,47.37,44.52,9.08,20.54,15.9,13.54,30.54,23.19,0.44,0.61,0.66,0.51,0.62,0.58,,,544.29,,25.01,16.03,,83.42,55.81,,94.28,89.31,,96.35,94.7,,98.58,97.24,122.54,153.77,278.9,122.61,174.2,285.21,84.92,69.78,57.37,27.7,6.09,22.84,37.61,23.43,44.67,48.55,41.61,84.24,60.44,58.95,123,74.44,81.44,160.66,94.02,107.64,203.33,115.68,149.83,274.89,147.24,196.51,363.14,346.34,489.87,850.98,516.38,728.47,1241.76,224.47,294.77,533.5,46.72,44.34,26.44,77.79,67.94,45.24,91.86,85.71,69.79,59.35,58.29,35.98,86.2,80.23,59.98,95.74,92.14,82.91,42.04,27.76,31.1,64.43,52.27,62.33,81.99,80.04,109.72
2302909,Capistrano,3.99,0.05,1.77,12.54,5.35,7.38,25.17,17.99,19.77,45.48,39.9,42.01,54.52,60.1,57.99,38.66,42.39,40.44,8.7,22.48,15.9,12.33,31.71,21.92,0.43,0.47,0.61,0.5,0.6,0.57,,,360.11,,37.8,29.53,,87.04,70.24,,96.8,93.84,,98.77,97.65,,99.61,98.99,101.42,117.36,211.95,102.4,145.6,219.58,82.94,53.74,49.46,20.26,0.32,18.76,31.34,7.32,30,43.32,31.06,59.45,52.99,49.13,92.5,64.08,74.19,131.27,78.35,98.26,170,102.98,128.57,235.75,141.03,176.86,308.6,276.49,352.68,621.62,392.06,497.49,857.15,188.04,254.94,500,56.98,48.14,32.97,79.65,73.49,52.79,94.54,90.05,75.65,66.83,58.59,46.26,86.57,82.3,70.06,95.9,93.59,89.2,40.7,22.85,29.45,57.21,50,56.71,76.13,75.2,99.64
2303006,Caridade,3.67,2.02,2.22,11.63,9.66,10.06,24.4,22.28,24.17,44.37,42.4,46.96,55.63,57.6,53.04,40.45,41.38,35.32,9.56,11.92,10.53,13.91,17.13,14.05,0.47,0.47,0.48,0.51,0.54,0.5,,,430.18,,19.86,16.15,,86.39,62.34,,94.92,93.47,,96.88,96.48,,99.55,98.92,101.44,132.82,213.18,101.96,143.43,218.59,80.87,71.25,58.07,18.61,13.4,23.71,30.09,33.46,45,40.39,50.76,83.49,50.14,68.32,119.6,64.77,83.79,150.48,80.59,101.18,186.8,101.26,133.64,242.88,127.87,174.22,306,282.16,382.5,564.58,410.32,549.57,753.02,182.24,293.79,500,53.54,41.97,26.58,82.87,71.96,47.06,94.01,88.42,72.88,66.46,52.5,35.81,90.64,83.06,62.23,96.71,94.34,86.96,37.12,33.75,32.37,58.86,60.96,64.88,73.03,82.96,109.4
2303105,Cariré,4.1,1.28,2.24,11.81,6.98,8.84,23.53,18.26,21.43,41.48,38.02,43.41,58.52,61.98,56.59,45.72,45.92,36.06,9.91,17.77,12.48,15.49,26.33,16.32,0.51,0.68,0.55,0.54,0.6,0.54,,,337.47,,39.05,24.7,,90.73,72.05,,96.78,94.83,,97.95,97.36,,99.01,98.96,103.96,133.29,225.75,105.08,140.19,229.09,75.42,51.74,46.27,21.32,8.52,25.23,31.34,21.47,46.4,40.07,37.97,74.52,47.01,50.75,106.8,60.91,75.21,142.12,73.87,98.26,184,93.33,131.68,248.1,112.82,171.78,337.5,304.19,413.06,622.29,475.31,612,813.99,159.83,291.84,510,55.76,46.91,28.47,85.94,71.72,49.87,96.15,89.17,72.04,72.13,64.58,41.37,93.73,87.02,68.97,97.53,96.54,87.26,38.38,28.72,35,58.65,53.14,64.67,71.18,78.19,104.36
2303204,Caririaçu,3.48,1.62,2.5,10.46,7.07,9.97,22.17,17.95,23.38,43.11,39.65,45.82,56.89,60.35,54.18,39.55,42.9,34.48,10.88,17.08,10.96,15.13,24.28,13.84,0.48,0.66,0.51,0.53,0.59,0.51,,,363.3,,28.28,31.85,,89.41,73.35,,97.43,93.07,,98.56,96.25,,99.45,98.39,77.46,122.43,243.1,78.46,126.65,245.16,80.42,61.52,57.05,13.49,9.89,30.44,19.98,19.52,60,27.01,33.36,90.71,34.08,48.8,120,45.37,66.61,163.09,57.35,92.58,206.8,81.08,132.86,272.69,109.53,180.57,340,220.35,369.4,663.75,306.36,525.24,838.27,160.77,264.51,510,66.41,51.96,21.83,85.98,71.53,45.21,95.9,89.53,69.23,77.45,69.02,28.61,91.84,87.06,58.37,97.24,96.19,81.94,31.89,30.03,33.46,47.38,49.11,68.29,60.99,76.69,113.6
2303303,Cariús,1.23,,1.79,6.1,3.73,8.32,15.82,15.74,22.17,32.42,38.58,46.55,67.58,61.42,53.45,53.31,43.48,38.55,22.17,32.89,12.92,34.98,46.57,18.53,0.73,0.51,0.58,0.65,0.62,0.52,,,321.4,,51.2,33.1,,90.04,70.63,,96.29,95.34,,98.15,97.85,,99.24,99.1,101.3,130.21,239.39,110.68,170.74,243.54,71.59,51.88,41.8,6.25,,21.42,15.67,,30,24.63,24.31,78.17,35.26,50.75,126.2,49.26,78.15,165.75,62.68,112.57,221.5,84.07,148.71,291.85,109.3,195.86,375,342.32,399.86,643.26,540,566.16,922.74,188.04,294.77,513.33,62.84,46.15,28.7,84.56,67.62,44.85,94.12,87.14,67.79,73.29,61.64,42.2,89.55,82.37,63.38,96.25,93.89,86.74,28.49,18.4,28.24,45.43,44.39,57.64,59.31,75,106.02
2303402,Carnaubal,2.93,0.85,2.55,10.04,5.66,9.42,21.86,15.19,22.13,41.81,33.61,43.88,58.19,66.39,56.12,41.73,50.33,35.6,11.59,23.44,11.69,16.62,35.55,15.13,0.56,0.75,0.52,0.54,0.65,0.53,,,314.98,,29.52,28.68,,85.82,76.37,,94.32,94.46,,95.06,97.17,,97.03,99.22,85.05,151.19,224.37,85.05,165.92,227.16,81.89,60.24,51.32,12.47,6.44,28.63,20.89,19.52,51,30.23,36.38,77,37.61,53.68,105.5,50.25,72.02,142.62,64.4,97.6,184.57,84.86,139.25,243.97,106.24,196.51,336.67,247.43,501.86,617.43,354.94,760.96,798.83,188.04,294.77,510,62.87,49.41,27.18,85.54,70.96,49.64,94.66,85.94,73.86,71.54,65.14,37.18,89.76,84.54,63.34,96.13,92.33,86.26,32.6,28.9,36.76,49.32,50.25,66.39,62.79,74.25,109.13
2303501,Cascavel,4.47,1.81,3.52,12.94,7.97,12.47,25.77,18.35,26.43,45.55,34.79,47.64,54.45,65.21,52.36,39.83,52.83,36.76,8.41,16.37,8.41,12.31,26.52,11.79,0.42,0.68,0.44,0.49,0.63,0.48,,,557.06,,6.03,10.18,,81.1,47.84,,94.28,90.97,,96.63,94.87,,98.65,98.13,125.67,228.76,309.14,126.17,245.78,311.59,85.78,78.74,68.77,28.11,20.71,54.38,41.13,48.8,102,53.22,70.42,138.44,65.81,94.09,170,80.6,118.71,215.74,98.02,147.38,255,124.31,188.09,327.79,152,244.01,408.4,342.11,745.86,810.98,500.55,1208.52,1136.44,228,332.64,554,42.87,29.03,12.08,75.5,56.86,31.25,91.87,82.06,60.09,55.34,40.57,17.89,83.5,71.76,44.58,94.22,90.59,75.29,42.47,32.54,33.44,67.14,65.78,78.99,87.18,103.21,135.79
2303600,Catarina,5.7,0.12,2.58,15.04,5.89,10.86,28.08,17.88,24.44,47.47,40.13,45.54,52.53,59.87,54.46,36.72,41.86,38.19,6.99,20.34,10.01,9.77,28.44,14.07,0.35,0.47,0.51,0.46,0.59,0.51,,,465.85,,47.13,20.67,,87.65,71.8,,96.99,93.64,,97.71,96.64,,99.19,98.34,122.72,106.26,246.38,122.72,129.55,248.74,90.52,59.9,59.84,34.98,0.65,31.76,47.01,9.76,63.33,57.27,30.62,102,68.6,46.85,132.5,80.05,63.74,167.31,94.02,87.45,203.75,118.99,118.22,259.9,160.69,147.38,336.67,322.29,318.07,669.41,450.64,444.84,940.83,225.65,234.25,502.5,41.12,53.22,21.25,76.02,75.91,42.19,91.96,90.95,71.73,45.47,62.91,31.89,81.41,83.65,56.7,94.19,95.26,83.85,46.75,25.9,33.91,68.55,48.29,70.58,89.49,70.48,122.11
2303659,Catunda,4.07,1.01,2.15,11.38,7.38,9.27,22.98,20.96,22.52,43.05,44.24,43.69,56.95,55.76,56.31,37.62,37.19,38.69,10.01,15.11,12.18,13.22,20.16,16.7,0.46,0.51,0.54,0.52,0.54,0.53,,,369.57,,35.8,20.89,,93.01,79.18,,98.33,92.87,,99.17,96.02,,99.84,97.87,73.11,107.87,225.43,73.62,119.13,228.83,81.82,52.99,48.67,14.89,5.45,24.22,20.68,19.52,42.8,26.71,34.35,80.23,31.34,56.37,110.8,42.4,73.27,149.43,56.41,98.26,190,73.34,125.53,238.6,97.78,161.7,330,208.19,300.77,635.92,275.01,401.15,872.11,170.41,251.82,510,68.02,49.77,27.33,84.71,73.79,48.19,97.27,90.5,75.83,78.25,64.39,38.46,91.14,85.84,63.63,98.51,94.88,87.42,31.81,28.24,33.11,43.71,52.06,64.7,60.88,76.26,113.8
2303709,Caucaia,4.15,3.09,4.3,12.11,10.19,13.2,24.34,21.61,26.71,43.81,39.87,47.32,56.19,60.13,52.68,40.59,45.42,37.12,9.28,11.8,7.88,13.41,17.83,11.25,0.45,0.53,0.41,0.51,0.56,0.48,,,738.42,,2.34,3.35,,60.68,26.41,,87.19,85.19,,93.33,93,,97.49,97.16,187.29,260.56,379.63,188.18,268.44,381.99,85.69,79.82,78.94,38.87,40.22,81.53,57.8,69.41,127.5,74.56,92.56,168.96,94.02,117.13,204,114.48,148.74,256.43,141.03,186.91,305,182.35,237.95,391.19,235.05,312.33,508,526.21,783.3,987.31,760.25,1183.5,1409.08,366.68,488.02,733.33,26.84,20.38,6.53,59.5,46.89,22.82,82.08,73.31,51.67,35.48,28.29,10.17,68.54,57.76,34.71,88.03,81.59,67.99,45.23,40.75,34.52,75.42,75.39,87.75,106.18,115.93,150.37
2303808,Cedro,2.19,1.98,1.96,6.55,8.43,8.42,13.48,19.83,20.61,25.39,39.54,40.52,74.61,60.46,59.48,63.72,45.15,42.71,22.8,14.35,13.93,38.94,21.43,20.28,0.95,0.6,0.62,0.71,0.58,0.56,,,526.1,,32.82,23.07,,86.65,64.83,,95.19,90.48,,96.34,94.6,,98.95,97.49,170.15,189,317.69,171.12,198.19,322.2,85.52,57.6,56.23,18.63,18.73,31.09,28.21,42.11,61.5,37.06,60.9,102.7,47.01,82.96,142,58.98,107.74,193.63,74.57,135.08,254,101.36,186.3,316.2,155.13,241.08,403.33,634.74,571.32,932.11,1084.2,853.4,1356.83,240.39,342.59,600,56.94,34.58,23.13,78.33,60.24,39.13,90.78,81.55,62.81,67.82,50.39,36.28,86.16,77.02,57.44,95.53,90.53,79.98,36.35,34.11,36.12,52.06,62.71,65.75,70.09,96.22,117.65
2303907,Chaval,4.26,1.79,2.62,12.26,6.88,10.49,24.65,16.41,23.99,43.64,33.42,46.68,56.36,66.58,53.32,42.11,52.39,35.66,9.19,19.37,10.15,13.74,30.48,13.6,0.45,0.77,0.48,0.52,0.64,0.5,,,372.97,,9.18,17.98,,87.25,73.6,,95.68,92.99,,97.82,97.06,,99.31,99.14,89.58,136.43,208.7,91.21,140.05,211.28,77.18,65.71,56.96,19.07,12.21,27.3,28.21,22.31,49.5,35.85,34.69,82.14,45.83,48.8,103,55.48,65.03,140.88,66.75,84.59,181.43,85.06,116.03,236.76,108.12,156.17,305,252.43,454.2,555.35,377.21,714.76,744.33,150.43,242.06,460,61.55,51.8,23.66,88.92,75.2,49.91,96.15,90.78,74.23,72.94,65.03,32.64,93.43,83.65,66.52,97.77,94.5,86.59,37.57,31.17,32.49,56.52,51.16,67.51,66.17,73.63,109.27
2303931,Choró,3.66,,2.05,10.54,5.29,6.16,21.36,16.91,17.82,39.71,37.61,40.57,60.29,62.39,59.43,45.45,45.29,40.38,11.45,23.58,19.38,17.26,34.24,26.24,0.56,0.5,0.64,0.56,0.62,0.58,,,309.3,,59.38,42.84,,94.03,72.77,,97.88,94.61,,98.8,97.81,,99.65,98.39,80.65,102.17,171.62,80.7,128.12,176.09,80.5,46.6,42.61,14.76,,17.57,21.49,,26.67,27.73,27.03,35.26,33.9,43.38,62.4,43.66,59.37,100.06,54.77,73.69,137.5,73.98,105.73,195.22,95.9,147.38,268.67,243.14,318.73,511.84,366.58,462.74,693.1,156.7,203.02,405.25,66.61,56.32,41.75,87.93,78.74,60.78,96.05,92.64,79,75.49,70.26,54,93.5,89.14,74.84,97.43,96.45,91.27,32.08,25.9,28.43,46.55,46.4,52.32,57.66,66.82,84.79
2303956,Chorozinho,5.9,3.27,2.82,16.05,10.98,11.43,30.45,23.52,25.24,51.34,43.17,46.98,48.66,56.83,53.02,33.71,41.99,39.37,6.06,10.35,9.35,8.4,15.3,13.78,0.29,0.52,0.46,0.42,0.53,0.5,,,504.06,,9.25,13.61,,83.29,46.2,,94.1,93.19,,96.62,97.7,,99.22,98.94,125.16,162.08,277.4,126.17,162.08,282.96,84.27,71.16,65.44,36.91,26.52,39.18,50.05,45.55,82.25,63.56,62.44,119.4,75.22,78.08,153,90.09,101.67,191.46,106.95,126.89,242,130.73,159.2,301.62,161.18,196.51,382.5,304.53,460.53,741.53,421.91,680.54,1092.26,233.32,294.77,518.57,35.07,33.98,17.2,72.94,63.76,36.15,90.7,87.32,66.03,43.43,45.99,23.32,81.8,76.43,50.44,93.75,94.41,80.88,47.09,39.22,33.1,73.71,67.54,72.04,93.25,98.72,129.18
2304004,Coreaú,3.91,3.18,2.39,11.88,10.07,9.45,24.1,22.82,23.45,42.67,44.07,46.87,57.33,55.93,53.13,43.1,38.67,35.33,9.66,11.11,11.35,14.52,15.36,14.95,0.5,0.5,0.51,0.53,0.52,0.51,,,351.51,,8.9,25.64,,92.4,64.91,,97.97,94.53,,98.56,97.82,,99.75,99.22,114.08,126.82,210.65,114.27,127.43,212.21,83.6,62.17,54.08,22.3,20.17,25.16,33.43,30.68,39,45.44,43.69,74.38,56.41,58.89,112,69.76,80.86,147.41,84.62,101.51,185,105.87,134.75,246.74,141.03,179.59,320,327.03,354.62,564.91,491.74,490.39,744.27,188.04,286.47,500,51.32,45.01,30.29,79.59,72.54,47.57,94.21,88.62,74.62,65.57,61.74,42.8,88.81,87.36,63.2,97.24,96.27,87.18,40.32,35.58,35.53,60.43,60.84,61.5,78.41,83.53,110.69
2304103,Crateús,3.23,2.13,1.7,9.72,7.91,7.73,20.43,17.74,18.78,37.8,34.74,37.22,62.2,65.26,62.78,47.15,50.82,48.17,12.79,16.51,16.36,19.4,25.71,24.92,0.59,0.72,0.71,0.57,0.62,0.6,,,704.01,,13.21,13.25,,78.53,52.28,,90.83,84.28,,93.88,91.41,,97.16,95.58,156.33,239.4,373.18,156.86,242.09,380.13,82.23,70.73,61.17,25.25,25.47,31.7,37.61,48.8,72.86,50.76,69.17,112.57,64.4,92.72,154.67,83.69,117.66,206.19,103.42,147.38,255,135.81,203.57,344.02,184.01,288.42,498.33,486.16,781.11,1180.03,737.08,1216.58,1797.68,313.4,455.81,705,42.63,29.7,19.44,71.45,56.35,37.07,87.14,77.7,61.12,54.67,42,29.77,78.88,70.48,53.9,89.89,86.96,77.41,39.79,36.47,30.39,63.79,65.89,66.04,85.47,99.04,118.44
2304202,Crato,2.4,1.96,3.04,7.56,7.08,9.91,16.12,15.8,20.86,31.04,31.25,38.61,68.96,68.75,61.39,54.71,53.42,46.75,18.24,19.42,12.4,28.94,30.18,18.87,0.76,0.75,0.59,0.64,0.64,0.57,,,822.55,,10.58,8.1,,70.61,39.19,,86.35,82.67,,89.74,89.15,,94.74,94.47,221.16,333.37,470.46,222.97,344.41,472.46,84.13,69.97,71.17,26.53,32.64,71.61,43.25,58.95,124.57,57.09,85.38,161.5,72.08,111.55,200,94.68,145.35,257.64,118.47,192.61,319.25,164.91,257.61,417.41,236.7,375.78,522,762.59,1145.89,1444.78,1209.94,1781.04,2199.47,438.76,715.77,975,38.42,23.12,8.61,65.85,48.05,24.54,81.81,70.67,50.89,49.76,34.07,13.69,74.86,63.2,38.05,86.89,80.87,68.49,40.6,36.89,37.58,65.66,70.05,82.58,89.34,107.35,141.44
