Código,Espacialidades,Percentual da renda apropriada pelos 20% mais pobres 1991,Percentual da renda apropriada pelos 20% mais pobres 2000,Percentual da renda apropriada pelos 20% mais pobres 2010,Percentual da renda apropriada pelos 40% mais pobres 1991,Percentual da renda apropriada pelos 40% mais pobres 2000,Percentual da renda apropriada pelos 40% mais pobres 2010,Percentual da renda apropriada pelos 60% mais pobres 1991,Percentual da renda apropriada pelos 60% mais pobres 2000,Percentual da renda apropriada pelos 60% mais pobres 2010,Percentual da renda apropriada pelos 80% mais pobres 1991,Percentual da renda apropriada pelos 80% mais pobres 2000,Percentual da renda apropriada pelos 80% mais pobres 2010,Percentual da renda apropriada pelos 20% mais ricos 1991,Percentual da renda apropriada pelos 20% mais ricos 2000,Percentual da renda apropriada pelos 20% mais ricos 2010,Percentual da renda apropriada pelos 10% mais ricos 1991,Percentual da renda apropriada pelos 10% mais ricos 2000,Percentual da renda apropriada pelos 10% mais ricos 2010,Razão 20% mais ricos / 40% mais pobres 1991,Razão 20% mais ricos / 40% mais pobres 2000,Razão 20% mais ricos / 40% mais pobres 2010,Razão 10% mais ricos / 40% mais pobres 1991,Razão 10% mais ricos / 40% mais pobres 2000,Razão 10% mais ricos / 40% mais pobres 2010,Índice de Theil - L 1991,Índice de Theil - L 2000,Índice de Theil - L 2010,Índice de Gini 1991,Índice de Gini 2000,Índice de Gini 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Renda per capita 1991,Renda per capita 2000,Renda per capita 2010,"Renda per capita , exceto renda nula 1991","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010",% da renda proveniente de rendimentos do trabalho 1991,% da renda proveniente de rendimentos do trabalho 2000,% da renda proveniente de rendimentos do trabalho 2010,Renda per capita média do 1º quinto mais pobre 1991,Renda per capita média do 1º quinto mais pobre 2000,Renda per capita média do 1º quinto mais pobre 2010,Renda per capita máxima do 1º quinto mais pobre 1991,Renda per capita máxima do 1º quinto mais pobre 2000,Renda per capita máxima do 1º quinto mais pobre 2010,Renda per capita média do 2º quinto mais pobre 1991,Renda per capita média do 2º quinto mais pobre 2000,Renda per capita média do 2º quinto mais pobre 2010,Renda per capita máxima do 2° quinto mais pobre 1991,Renda per capita máxima do 2° quinto mais pobre 2000,Renda per capita máxima do 2° quinto mais pobre 2010,Renda per capita média do 3º quinto mais pobre 1991,Renda per capita média do 3º quinto mais pobre 2000,Renda per capita média do 3º quinto mais pobre 2010,Renda per capita máxima do 3° quinto mais pobre 1991,Renda per capita máxima do 3° quinto mais pobre 2000,Renda per capita máxima do 3° quinto mais pobre 2010,Renda per capita média do 4º quinto mais pobre 1991,Renda per capita média do 4º quinto mais pobre 2000,Renda per capita média do 4º quinto mais pobre 2010,Renda per capita máxima do 4°quinto mais pobre 1991,Renda per capita máxima do 4°quinto mais pobre 2000,Renda per capita máxima do 4°quinto mais pobre 2010,Renda per capita média do quinto mais rico 1991,Renda per capita média do quinto mais rico 2000,Renda per capita média do quinto mais rico 2010,Renda per capita média do décimo mais rico 1991,Renda per capita média do décimo mais rico 2000,Renda per capita média do décimo mais rico 2010,Renda per capita mínima do décimo mais rico 1991,Renda per capita mínima do décimo mais rico 2000,Renda per capita mínima do décimo mais rico 2010,% de extremamente pobres 1991,% de extremamente pobres 2000,% de extremamente pobres 2010,% de pobres 1991,% de pobres 2000,% de pobres 2010,% de vulneráveis à pobreza 1991,% de vulneráveis à pobreza 2000,% de vulneráveis à pobreza 2010,% de crianças extremamente pobres 1991,% de crianças extremamente pobres 2000,% de crianças extremamente pobres 2010,% de crianças pobres 1991,% de crianças pobres 2000,% de crianças pobres 2010,% de crianças vulneráveis à pobreza 1991,% de crianças vulneráveis à pobreza 2000,% de crianças vulneráveis à pobreza 2010,Renda per capita dos extremamente pobres 1991,Renda per capita dos extremamente pobres 2000,Renda per capita dos extremamente pobres 2010,Renda per capita dos pobres 1991,Renda per capita dos pobres 2000,Renda per capita dos pobres 2010,Renda per capita dos vulneráveis à pobreza 1991,Renda per capita dos vulneráveis à pobreza 2000,Renda per capita dos vulneráveis à pobreza 2010
2305506,Iguatu,2.89,2.46,2.93,8.75,8.86,10.49,18.07,19.6,22.57,33.45,37.5,42.12,66.55,62.5,57.88,52.92,47.19,43.81,15.2,14.11,11.65,24.18,21.31,16.71,0.69,0.62,0.57,0.62,0.58,0.54,,,718.37,,12.28,9.96,,72.45,45.03,,87.87,85.26,,91.49,91.61,,96.16,95.83,222.15,295.46,434.67,223.08,302.69,436.8,80.14,75.92,68.66,32.08,36.36,63.6,47.01,67.21,124,65.16,94.51,164.35,82.31,126.33,204,103.51,158.68,262.54,127.65,196.51,333,170.78,264.49,424.84,235.05,351.77,510,739.2,923.25,1327.96,1175.56,1394.13,1904.18,391.75,587.97,805,32.43,20.82,10.86,63.23,44.01,24.31,81.51,69.08,50.24,42.9,30.62,17.66,72.45,57.99,38.8,86.22,78.72,68.38,42.26,37.63,34.78,70.27,71.57,75.33,95.66,113.08,138.79
2305605,Independência,4.39,2.61,2,13.1,9.16,8.13,26.38,20.36,20.67,46.46,38.64,42.16,53.54,61.36,57.84,37.72,46.18,42.63,8.17,13.4,14.24,11.52,20.17,20.98,0.4,0.59,0.59,0.48,0.58,0.55,,,370.23,,26.94,37.96,,80.21,75.02,,93.51,91.9,,95.06,95.78,,98,98.5,104.52,194.02,262.34,105.24,198.99,266.79,83.47,69.22,48.38,22.96,25.37,26.19,35.26,48.02,48.8,45.49,63.48,80.43,56.41,84.33,115,69.4,108.7,164.47,84.62,139.44,213.33,104.97,177.29,281.96,133.51,235.03,362.67,279.78,595.27,759.09,394.25,895.95,1118.32,203.71,390.42,512,49.01,33.07,28.13,80.65,60.07,45.52,94.42,81.99,68.32,57.13,43.85,41.38,86.57,72.95,61.55,96.3,88.43,83.16,39.41,37.56,36.23,61.29,65.91,62.17,79.43,97.31,109.28
2305654,Ipaporanga,4.5,1.7,2.08,14,7.41,5.97,28.27,20.28,18.49,49.11,42.17,44.06,50.89,57.83,55.94,35.74,41.38,35.48,7.27,15.61,18.69,10.21,22.34,23.78,0.35,0.58,0.62,0.46,0.57,0.55,,,241.73,,55.57,34.94,,94.22,77.59,,98.2,96.68,,98.52,99.66,,99.44,100,81.66,104.36,182.11,83.48,110.2,185.49,80.26,43.98,33.48,18.36,8.88,18.95,29.55,19.52,27.83,38.82,29.78,35.4,47.01,45.55,60.4,58.25,67.14,114.01,68.59,89.8,166.67,85.08,114.22,232.81,105.77,147.38,333.2,207.79,301.78,507.95,291.88,431.8,646.11,150.43,206.6,500,61.19,51.94,42.11,87.99,76.6,55.78,96.22,93.58,76.24,73.31,66.8,59.56,94.14,88.09,75.32,98.35,98.64,91.01,39.06,28.36,29.5,56.36,50.94,49.05,66.87,73.93,91.25
2305704,Ipaumirim,3.25,1.27,2.17,9.17,7.32,8.11,18.88,18.14,18.28,35.86,36.76,34.58,64.14,63.24,65.42,49.52,48.14,52.61,13.99,17.28,16.13,21.6,26.31,25.94,0.61,0.56,0.75,0.59,0.61,0.63,,,542.84,,37.56,15.58,,85.72,65.92,,95.33,92.52,,96.43,95.7,,98.63,97.46,95.93,163.68,380.61,97.06,184.29,382.8,81.38,58.07,45.61,15.6,10.42,41.32,23.27,32.53,72.33,28.38,49.48,113.06,35.26,65.07,153,46.59,88.54,193.58,57.86,117.13,250.5,81.42,152.36,310.2,112.82,196.51,400,307.65,517.58,1245.17,475.03,787.89,2002.46,188.04,294.77,533.33,65.63,41.77,18.95,85.5,66.96,36.35,93.35,86.1,63.58,75.89,55.96,29.91,90.52,81.2,55.46,95.7,93.83,81.45,33.05,31.42,39.76,48.12,57.36,70.25,59.61,85.6,124.33
2305803,Ipu,3.45,2.49,2.36,10.2,8.54,8.97,20.93,19.28,20.79,38.43,37.56,40.35,61.57,62.44,59.65,46.71,47.66,43.93,12.07,14.63,13.3,18.31,22.33,19.58,0.57,0.66,0.6,0.57,0.59,0.56,,,479.26,,24.62,19.47,,86.1,70.41,,94.91,91.15,,96.39,94.54,,98.38,97.68,114.67,189.21,301.38,115.14,189.81,303.51,77.65,64.41,55.57,19.76,23.57,35.53,30.09,39.04,66.25,38.74,57.19,99.69,47.01,76.13,131,61.5,101.63,178.05,75.22,134.45,230,100.35,172.94,294.73,135.47,222.54,380,353.01,590.74,899.38,535.69,901.84,1323.94,222.51,336.74,555,55.58,36.5,21.08,80.55,61.87,42.15,91.92,82.99,66.43,66.45,48.75,31.67,87.19,76.24,59.03,94.94,90.81,81.85,37.44,37.2,37.4,55.59,63.08,71.24,71.46,94.18,118.35
2305902,Ipueiras,4.15,1.93,2,12.43,8.06,7.46,24.87,19.44,19.49,43.8,39.34,41.14,56.2,60.66,58.86,41.64,43.89,36.99,9.04,15.05,15.53,13.4,21.78,19.83,0.46,0.58,0.61,0.51,0.58,0.56,,,332.37,,29.54,31.98,,91.95,74.35,,97.52,94.63,,98.26,97.27,,99.39,98.54,93.51,131.9,222.22,94.22,139.2,225.71,74.78,56.17,47.11,19.4,12.72,22.27,29.88,26.03,33.33,38.73,40.45,60.61,47.01,54.66,90.5,58.13,75.02,133.71,70.52,98.09,178.8,88.54,131.25,240.5,113.98,181.54,339,262.75,400.1,643.68,389.38,578.91,821.95,168.3,292.81,510,59.48,47.15,33.07,85.85,72.12,51.9,95.55,87.91,74.37,72.41,62.02,46.98,92.54,84.86,70.66,97.29,95.01,89.31,38.47,31.93,33.36,56.32,54.92,58.6,68.51,77.71,100.65
2306009,Iracema,3.49,1.04,2.24,11.65,7.02,9.43,26.08,17.25,21.75,48.02,36.11,41.66,51.98,63.89,58.34,35.19,48.36,42.63,8.93,18.2,12.28,12.08,27.54,18.09,0.41,0.59,0.6,0.48,0.61,0.55,,,518.82,,35.16,19.24,,79.8,62.18,,90.09,91.13,,92.77,95.49,,96.59,97.72,103.1,222.57,328.61,104.96,249.85,330.26,78.88,65.42,59.64,18.01,11.62,36.84,28.21,42.11,74.29,42.03,66.53,118.02,56.41,96.87,160,74.43,113.77,202.49,92.14,147.38,254,113.09,209.9,327.19,137.83,294.77,440,267.97,711.01,951.13,362.78,1076.25,1400.91,216.25,448.98,548,47.15,31.09,18.59,80.1,57.25,33.85,93.52,76.31,61.63,53.92,41.95,26.92,84.99,69.81,47.64,96.97,83.75,79.16,35.15,26.97,34.33,61.97,59.96,64.24,80.14,91.76,123.87
2306108,Irauçuba,4.37,0.56,1.41,12.49,6.5,6.14,24.45,18.99,17.44,44.89,41.27,37.87,55.11,58.73,62.13,39.76,40.33,43.29,8.82,18.06,20.38,12.73,24.81,28.18,0.43,0.57,0.68,0.5,0.57,0.61,,,501.37,,37.61,18.54,,88.64,56.14,,96.7,92.52,,98.35,94.92,,99.57,98,93.05,122.79,211.75,93.05,138.5,224.94,87.07,64.68,57.51,20.34,3.44,14.97,30.77,15.34,26.8,37.79,36.49,50.08,45.68,54.66,82.5,55.64,76.63,119.6,70.83,98.26,160,95.07,136.82,216.27,118.47,195.21,302.5,256.41,360.57,662.98,369.97,495.27,916.67,172.37,277.85,510,59.73,46.65,35.65,84.27,71.41,56.58,94.08,87.61,76.5,69.1,60.08,45.64,89.33,81.32,69.8,96.45,93.28,88.1,37.77,26.02,26.06,56.12,51.78,55.25,68.75,76.38,90.89
2306207,Itaiçaba,4.33,2.31,4.18,12.83,9.77,14.18,25.78,23.28,28.96,46.65,45.13,51.53,53.35,54.87,48.47,35.11,37.47,31.07,8.31,11.23,6.83,10.94,15.34,8.76,0.41,0.49,0.35,0.48,0.52,0.44,,,386.97,,21.66,16.41,,89.78,61.64,,95.87,93.64,,97.29,97.36,,99.8,99.44,97.99,148.11,296.81,97.99,153.61,297.77,80.07,60.4,54.59,21.19,17.1,62.1,33.33,39.04,108,41.68,55.25,148.41,50.89,73.69,180.86,63.42,100.07,219.27,77.9,125.91,260,102.29,161.78,334.88,141.03,214.08,440,261.36,406.37,719.36,344.05,555,922.29,216.25,294.77,603.33,54.23,38.62,11.24,79.69,63.85,26.94,95.69,85.18,59.22,65.58,49.69,18.08,88.68,74.49,43.55,97.23,91.67,80.44,38.63,34.8,39.22,56.78,61.96,78.17,80.3,92.24,141.47
2306256,Itaitinga,5.28,3.88,4.46,15.41,12.71,14.12,29.76,26.22,28.74,50.27,47.03,50.52,49.73,52.97,49.48,34.11,37.24,35.41,6.45,8.33,7.1,8.85,11.72,10.03,0.32,0.39,0.39,0.43,0.48,0.45,,,591.56,,2.14,6.32,,68.26,31.05,,90.8,89.94,,95.57,96.84,,98.33,98.62,136.44,193.25,300.15,137.07,198.96,301.51,86.39,76.11,70.18,36,37.53,66.9,55.24,65.07,114,69.16,85.3,145.04,80.59,101.26,170,97.87,130.51,219.43,115.96,159.1,255,139.93,201.12,326.82,178.64,254.5,406.25,339.26,511.77,752.61,465.44,719.6,1062.97,250.72,386.51,517.5,30.23,22.12,9.11,70.69,53.07,29.31,90.26,80.01,61.11,38.53,29.69,12.05,79.54,65.26,39.3,94.93,89.13,73.18,45.06,40.23,33.2,76.75,76.11,85.95,100.22,113.62,144
2306306,Itapagé,4.54,1.99,2.52,12.37,8.73,9.94,23.83,19.58,22.8,41.84,37.9,43.32,58.16,62.1,56.68,44.04,47.13,43.57,9.4,14.22,11.54,14.24,21.58,17.54,0.47,0.6,0.53,0.53,0.59,0.54,,,457.47,,12.95,12.35,,83.24,61.59,,93.83,92.45,,96.36,95.92,,98.33,98.7,140.31,181.44,263.18,140.32,191.67,267.34,88.04,73.79,63.66,31.86,18.09,33.14,44.32,42.11,62.6,54.94,61.15,97.61,67.16,78.08,130,80.38,98.36,169.31,94.02,124.45,207.5,126.32,166.23,270.02,166.55,219.19,340,408.04,563.39,754.37,617.87,855.13,1146.73,238,342.59,515.5,43.38,34.08,22.46,74.15,63.55,42.45,91.29,83.93,69.87,53.53,45.96,32.47,81.36,75.98,57.51,93.81,90.95,83.44,45.29,33.72,36.78,67.16,63.18,69.41,89.43,92.9,119.3
2306405,Itapipoca,3.41,0.66,1.9,10.36,6.17,8.5,21.2,16.49,20.92,39.39,34.98,41.66,60.61,65.02,58.34,45.65,49.22,42.66,11.7,21.09,13.74,17.62,31.93,20.07,0.55,0.61,0.6,0.56,0.63,0.56,,,473.39,,24.36,22.93,,83.12,60.17,,93.48,91.46,,95.46,95.68,,97.92,98.12,99.56,164.71,264.08,99.93,189.62,269.22,82.43,66.42,64.67,17,5.47,25.03,26.12,26.8,49.23,34.59,45.31,87.23,43.72,63.44,125.5,53.93,84.99,163.91,68.95,111.83,204,90.58,152.31,273.87,120.88,200.28,353.33,301.71,535.46,771.31,454.5,810.63,1126.55,194.31,322.09,513.33,60.52,43.51,25.35,83.7,67.26,45,92.98,84.62,69.64,71.49,55.63,35,89.46,78.99,59.1,95.11,90.62,82.33,35.46,28.67,32.44,52.54,53.74,64.74,65.26,80.33,112.1
2306504,Itapiúna,4.14,,2.28,11.91,3.66,10.04,23.96,13.66,24.33,41.94,32.93,47.94,58.06,67.07,52.06,44.35,51.15,33.81,9.75,36.68,10.26,14.89,55.94,13.47,0.51,0.61,0.47,0.53,0.66,0.5,,,355.32,,41.38,21.86,,84.14,71.23,,94.88,93.97,,96.07,97.33,,96.73,99.26,86.65,138.55,209.53,86.65,176.2,213.79,81.19,61.7,51.46,17.94,,23.86,23.51,,46,33.68,25.33,81.36,42.31,43.6,112.5,52.18,69.3,149.68,60.44,97.99,184,77.9,133.51,247.32,97.78,180.37,339.33,251.55,464.6,539.89,384.31,708.62,708.48,145.53,294.77,455,66.76,50.11,26.66,88.46,69.88,46.42,96.34,87.68,72.52,79.14,63.76,37.37,94.12,83.18,62.83,97.63,94.73,86.54,37.63,21.37,32.81,52.01,42.87,62.61,61.93,69.91,108.3
2306553,Itarema,3.61,0.99,2.23,10.22,7.21,9.63,20.76,18.93,23.03,37.61,38.6,43.95,62.39,61.4,56.05,49.46,45.26,39.33,12.21,17.03,11.64,19.36,25.11,16.33,0.6,0.55,0.52,0.58,0.59,0.53,,,349.56,,21.34,21.32,,86.39,74.76,,95.62,94.49,,96.95,97.11,,99.08,98.71,106.77,123.88,214.89,106.77,138.83,219.75,89.82,69.82,60.88,19.27,6.13,23.94,28.21,19.52,46.8,35.29,38.53,79.56,45.13,53.68,108.67,56.25,72.56,143.92,70.52,96.1,176.67,89.96,121.86,224.74,114.26,163.32,278.5,333.09,380.33,602.52,528.14,560.73,845.24,172.06,244.01,485,59.5,48.58,27.82,84.84,75.74,49.01,94.24,90.51,77.45,71.49,60.49,38,91.69,85.24,62.83,96.35,95.05,87.05,36.65,29.25,33.88,54.29,54.65,65.52,66.68,76.3,113.16
2306603,Itatira,5.7,,2.02,15.54,2.97,8.11,29.31,13.4,21.09,51.18,34.4,43.97,48.82,65.6,56.03,32.59,47.54,37.26,6.28,44.22,13.75,8.39,64.09,18.37,0.31,0.57,0.55,0.43,0.65,0.54,,,373.71,,58.94,23.37,,91.14,66.7,,96.6,92.24,,98.39,97.33,,98.88,99,75.35,105.8,196.02,75.85,140.51,201.85,83.85,60.39,50.87,21.48,,19.82,30.56,,33.33,37.06,15.7,59.7,45.13,37.69,90.88,51.91,55.18,127.2,62.59,73.69,166.4,82.37,111.11,224.22,104.77,147.38,297.33,183.94,347.03,546.69,245.59,502.98,730.31,138.8,235.55,466.67,63.28,57.54,33.92,90.2,77.12,53.79,96.17,90.91,75.39,72.81,68.68,46.92,94.64,87.31,70.9,97.03,95.08,88.43,38.27,21.5,32.22,56.6,41.71,59.24,63.93,63.44,97.63
2306702,Jaguaretama,4.35,1.96,1.93,11.87,9.14,8.18,23.69,20.83,20.43,42.32,41.08,41.2,57.68,58.92,58.8,42.19,43.5,39.42,9.72,12.89,13.64,14.22,19.04,19.28,0.46,0.51,0.62,0.52,0.56,0.56,,,406.96,,27.94,30.4,,83.85,71.74,,93.46,93.45,,95.58,96.84,,98.65,98.34,108.42,171.37,247.85,108.42,185.01,251.01,85.16,66.66,51.36,23.59,16.8,23.96,31.34,39.04,37.33,40.76,61.51,77.4,50.14,78.47,115.5,64.1,100.14,151.79,80.86,126.33,196.67,100.99,173.57,257.47,123.79,219.61,339,312.66,504.84,691.12,457.42,745.46,977.05,225.65,294.77,510,53.34,32.48,27.99,82.24,63.31,47.29,91.31,84.46,71.55,66.97,43.76,35.67,89.33,75.83,62.47,94,92.89,85.13,38.79,31.03,33.14,59.41,63.31,62.45,72.11,95.79,108.78
2306801,Jaguaribara,3.32,2.61,3.86,10.12,10.33,13.21,21.73,23.68,28.25,40.96,45.25,50.86,59.04,54.75,49.14,43.28,38.24,32.49,11.67,10.6,7.41,17.11,14.8,9.84,0.54,0.48,0.38,0.55,0.52,0.45,,,460.65,,19.95,14.64,,83.67,58.46,,94.91,92.18,,96.26,97,,99.16,98.92,141.56,167.59,287.08,142.18,173.12,288.3,88.5,67.74,60.04,23.47,21.9,55.39,37.61,44.06,104,48.13,64.68,134.23,62.68,87.84,168,82.2,111.86,215.87,104.6,146.13,255,136.13,180.73,324.55,187.64,234.81,405,417.87,458.76,702.97,612.61,640.83,932.58,282.06,319.49,543.5,43.48,32.36,12.86,71.7,58.58,32.21,88.37,82.58,60.42,55.99,44.12,18.51,80.1,72.04,44.12,92.74,90.25,76.01,38.16,34.84,37.39,62.12,64.21,81.36,85.9,99.4,136.31
2306900,Jaguaribe,3.39,2.04,2.48,9.95,7.94,10.22,20.05,17.95,23.1,36.14,34.72,44.7,63.86,65.28,55.3,50.38,51.95,38.51,12.84,16.44,10.81,20.26,26.17,15.07,0.62,0.71,0.53,0.59,0.62,0.52,,,429.08,,12.89,17.13,,81.43,66.35,,92.38,91.7,,94.63,95.92,,97.2,98.35,143.54,234.76,294.97,143.79,240.86,298.56,87.18,73.56,56.28,24.33,23.95,36.6,36.04,48.8,70.8,47.07,69.26,114.1,62.64,92.28,149.14,72.52,117.49,189.92,86.26,147.38,251.67,115.48,196.82,318.67,156.7,266.55,426,458.3,766.27,814.73,723.23,1219.61,1135.91,250.72,391.07,540,47.3,29.68,19.58,77.02,56.73,37.3,90.16,78.97,62.37,58.74,40.62,29.27,82.68,72,53.6,92.71,87.47,79.07,40.25,35.1,35.97,61.58,65.86,70.37,79.41,99.72,118.97
2307007,Jaguaruana,4.51,1.47,3.16,13.41,8.85,12.25,26.66,21.49,26.88,47.33,41.7,49.87,52.67,58.3,50.13,36.36,41.86,34.17,7.85,13.18,8.19,10.84,18.93,11.15,0.4,0.51,0.39,0.47,0.56,0.47,,,421.35,,15,9.75,,83.4,58.3,,94.72,93.66,,96.36,97.86,,99.42,98.94,129.63,169.12,274.9,129.69,183.61,282.13,86.79,70.37,63.7,29.23,12.42,43.48,47.01,39.04,90.33,57.71,62.39,124.96,72.08,84.22,163.13,85.83,106.9,201.02,104.83,131.44,254,133.97,170.95,316.08,173.51,228.39,382.5,341.41,492.94,689.73,471.3,707.94,939.34,277.36,332.83,512,38.21,31.73,14.91,72.49,62.03,34.35,88.63,83.53,61.74,50.08,42.8,20.6,82.49,74.2,49.54,93.38,91.11,80.66,42.14,27.2,30.81,68.4,63.06,73.74,88.72,94.66,127.76
2307106,Jardim,3.43,0.64,2.19,10.62,5.63,9.4,22.95,16.11,22.68,42.46,36.57,44.67,57.54,63.43,55.33,41.95,45.93,36.63,10.84,22.53,11.77,15.8,32.63,15.59,0.5,0.58,0.52,0.53,0.62,0.53,,,394.3,,20.08,20.85,,87.7,68.7,,94.71,93.36,,96.75,96.43,,98.78,98.81,96.23,134.08,241.09,96.53,155.25,247.89,77.58,58.26,54.93,16.5,4.28,26.39,26.33,18.74,50,34.59,33.47,86.89,46.07,48.8,123.33,59.31,70.28,160.17,75.22,95.26,199.17,93.87,137.15,265,119.52,192.61,345,276.87,425.23,666.59,403.64,615.86,883.03,197.44,294.77,510,56.95,50.03,25.63,84.25,71.13,45.8,94.07,87.31,70.28,70.05,66,38.78,91.33,85.17,63.9,97.6,95,85.76,34.81,27.06,33.8,55.05,48.78,65.8,69.2,74.19,110.94
2307205,Jati,3.46,2.9,3.23,10.24,9.11,11.26,21.47,20.05,24.48,40.1,39.16,46.32,59.9,60.84,53.68,43,45.78,36.24,11.69,13.36,9.55,16.79,20.11,12.87,0.53,0.58,0.46,0.55,0.58,0.5,,,339.39,,10.49,23.47,,83.57,73.86,,94.38,95.04,,97.02,97.47,,98.32,99.03,91.76,173.06,264.55,92.15,176.56,265.8,81.26,65.99,53.33,15.87,25.09,42.76,24.68,36.6,75,31.13,53.7,106.19,37.61,73.69,133.33,51.5,94.72,174.8,62.68,122.01,220,85.47,165.36,288.99,119.09,224.98,375,274.82,526.45,711.01,394.59,792.2,958.74,202.14,294.77,514,63.71,38.22,18.98,84,63.3,41.91,92.51,84.32,66.82,77.63,52.89,29.07,91.24,77.54,59.38,94.74,93.76,81.32,34.73,37.76,41.23,49.89,61.51,77.4,62.77,92.44,121.62
2307254,Jijoca de Jericoacoara,5.05,1.02,2.06,14.95,6.01,8.33,27.85,15.49,19.11,47.07,32.34,37.52,52.93,67.66,62.48,35.32,52.43,47.71,7.08,22.53,14.94,9.45,34.91,22.91,0.38,0.76,0.67,0.46,0.65,0.59,,,646.37,,15.59,12.68,,79.91,52.64,,92.6,85.74,,93.85,92.27,,97.25,96.25,109.78,187.01,365.46,109.78,200.99,369.36,74.85,79.99,71.14,27.71,9.56,37.61,43.88,26.03,75.71,54.38,46.61,114.64,61.11,65.07,160.33,70.8,88.7,197.02,84.62,117.13,254,105.49,157.54,336.37,169.24,208.59,471.67,290.53,632.65,1137.67,387.78,980.48,1743.76,225.65,395.79,676,50.81,42.47,18.71,77.95,67.27,36.4,92.43,82.99,61.49,63.03,53.49,27.4,86,76.25,49.09,93.28,88.98,74.12,45.86,30.29,35.4,61.56,56.89,68.95,82.41,81.06,120.88
2307304,Juazeiro do Norte,3.35,2.8,3.73,9.83,9.13,11.27,19.95,19.28,22.81,36.21,35.73,41.75,63.79,64.27,58.25,49.49,50.38,44.66,12.98,14.07,10.92,20.14,22.06,15.85,0.61,0.65,0.53,0.59,0.6,0.54,,,839.76,,4.71,3.25,,68.62,34.97,,87.72,84.25,,91.75,90.84,,96.1,95.28,220.89,291.71,439.53,220.99,294.96,440.64,83.27,76.13,76.46,36.96,40.9,82.07,54.85,70.28,127.5,71.59,92.31,165.54,89.32,117.91,202.5,111.76,148.03,253.64,138.68,185.45,310.4,179.6,239.93,416.17,242.57,310.38,510,704.53,937.37,1351.49,1093.16,1469.47,1962.91,413.63,537.31,786.67,28.54,19.92,6.73,60.66,46.94,23.43,81.22,72.92,51.95,38.13,29.85,10.55,70.47,62.11,35.88,85.91,82.88,68.59,44.54,40.77,38.07,74.14,75.69,89.36,102.19,115.22,148.88
2307403,Jucás,1.34,0.65,2.39,5.92,6.45,10.84,16.31,18.47,25.09,34.35,39.95,48.64,65.65,60.05,51.36,50.88,42.71,31.8,22.17,18.61,9.73,34.36,26.47,11.73,0.85,0.57,0.47,0.63,0.59,0.49,,,417.71,,35.84,19.43,,89.02,61.35,,96.44,92.69,,98.15,96.93,,99.16,98.93,84.58,129.98,232.22,85.7,147.26,235.01,80.66,55.45,50.62,5.67,4.25,27.76,11.75,19.52,56.55,19.38,37.7,98.16,28.21,58.56,128,43.93,78.1,165.46,58.61,98.26,204,76.28,139.58,273.41,95.13,195.21,340,277.63,390.28,612.3,430.31,555.09,738.57,169.24,293.46,510,67.27,46.2,22.49,88.17,70.5,44.11,95.32,87.84,70.58,75.1,62.02,31.87,92.49,82.64,60.69,97.27,94.84,86.67,27.43,26.48,31.36,43.93,51.48,69.47,55.39,77.69,118.26
2307502,Lavras da Mangabeira,2.61,0.55,1.71,8.85,5.92,7.3,19.27,17.83,17.85,36.58,40.15,36.95,63.42,59.85,63.05,48.82,42.29,46.42,14.34,20.24,17.25,22.08,28.59,25.44,0.67,0.56,0.71,0.59,0.59,0.6,,,489.18,,25.73,22.44,,85.85,67.28,,95.17,91.06,,95.99,95.6,,98.62,97.48,108.68,139.76,288.15,108.78,161.08,292.74,78.76,53.3,52.64,14.2,3.83,24.67,23.51,16.73,45,33.87,37.51,80.51,45.55,58.95,111.67,56.64,83.27,152.02,70.52,117.13,198,94.08,155.96,275.2,123.68,196.51,380,344.63,418.26,906.96,530.61,591,1337.71,199.32,294.77,510.5,59.4,44.43,25.73,82.82,65.17,46.26,92.55,86.14,69.23,71.84,61.01,36.74,89.04,82.08,65.45,95.31,92.54,86.19,34.53,25.04,31.95,52.47,48.24,62.26,66.26,80.95,104.84
