Código,Espacialidades,Percentual da renda apropriada pelos 20% mais pobres 2010,Percentual da renda apropriada pelos 40% mais pobres 2010,Percentual da renda apropriada pelos 60% mais pobres 2010,Percentual da renda apropriada pelos 80% mais pobres 2010,Percentual da renda apropriada pelos 20% mais ricos 2010,Percentual da renda apropriada pelos 10% mais ricos 2010,Razão 20% mais ricos / 40% mais pobres 2010,Razão 10% mais ricos / 40% mais pobres 2010,Índice de Theil - L 2010,Índice de Gini 2010,Taxa de atividade - 10 anos ou mais 2010,Taxa de atividade - 10 a 14 anos 2010,Taxa de atividade - 15 a 17 anos 2010,Taxa de atividade - 18 anos ou mais 2010,Taxa de atividade - 18 a 24 anos 2010,Taxa de atividade - 25 a 29 anos 2010,Taxa de desocupação - 10 anos ou mais 2010,Taxa de desocupação - 10 a 14 anos 2010,Taxa de desocupação - 15 a 17 anos 2010,Taxa de desocupação - 18 anos ou mais 2010,Taxa de desocupação - 18 a 24 anos 2010,Taxa de desocupação - 25 a 29 anos 2010,% de empregados com carteira - 18 anos ou mais 2010,% de empregados sem carteira - 18 anos ou mais 2010,% de trabalhadores do setor público - 18 anos ou mais 2010,% de trabalhadores por conta própria - 18 anos ou mais 2010,% de empregadores - 18 anos ou mais 2010,Grau de formalização dos ocupados - 18 anos ou mais 2010,% dos ocupados com fundamental completo - 18 anos ou mais 2010,% dos ocupados com médio completo - 18 anos ou mais 2010,% dos ocupados com superior completo - 18 anos ou mais 2010,% dos ocupados no setor agropecuário - 18 anos ou mais 2010,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2010,% dos ocupados na indústria de transformação - 18 anos ou mais 2010,% dos ocupados no SIUP - 18 anos ou mais 2010,% dos ocupados no setor de construção - 18 anos ou mais 2010,% dos ocupados no setor comércio - 18 anos ou mais 2010,% dos ocupados no setor serviços - 18 anos ou mais 2010,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2010,% da população em domicílios com água encanada 2010,% da população em domicílios com banheiro e água encanada 2010,% da população em domicílios com coleta de lixo 2010,% da população em domicílios com energia elétrica 2010,% da população em domicílios com densidade > 2 2010,% de mulheres de 10 a 17 anos que tiveram filhos 2010,"% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes de família 2010",% de crianças em domicílios em que ninguém tem fundamental completo 2010,% de crianças de 0 a 5 anos fora da escola 2010,% de crianças de 6 a 14 fora da escola 2010,% de pessoas em domicílios em que ninguém tem fundamental completo 2010,"% de pessoas de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população dessa faixa 2010",% de pessoas de 18 anos ou mais sem fundamental completo e em ocupação informal 2010,Esperança de vida ao nascer 2010,% de pessoas em domicílios vulneráveis à pobreza e em que ninguém tem fundamental completo. 2010,% de vulneráveis e dependentes de idosos 2010,% de pessoas em domicílios sem energia elétrica 2010,% de pessoas em domicílios com paredes inadequadas 2010,% de pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados 2010,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada 2010,População total 2010,População rural 2010,População urbana 2010,População de até 1 ano 2010,Mortalidade infantil 2010,População de 1 a 3 anos 2010,População de 4 anos 2010,População de 5 anos 2010,População de 6 anos 2010,População de 6 a 10 anos 2010,População de 11 a 14 anos 2010,População de 15 a 17 anos 2010,População de 18 a 24 anos 2010,População de 15 anos ou mais 2010,População de 18 anos ou mais 2010,Mortalidade até 5 anos de idade 2010,População de 25 anos ou mais 2010,População de 65 anos ou mais 2010,População total em domicílios particulares permanentes 2010,"População total em domicílios particulares permanentes, exceto com renda nula 2010",Mulheres de 10 a 14 anos 2010,Mulheres de 15 a 17 anos 2010,Mulheres de 15 anos ou mais 2010,Mulheres de 25 anos ou mais 2010,População de 10 anos ou mais de idade - Amostra 2010,População de 10 a 14 anos de idade - Amostra 2010,Probabilidade de sobrevivência até 40 anos 2010,População de 15 a 17 anos de idade - Amostra 2010,População de 18 anos ou mais de idade - Amostra 2010,PEA - 10 anos ou mais 2010,PEA - 10 a 14 anos 2010,PEA - 15 a 17 anos 2010,PEA - 18 anos ou mais 2010,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educação 2010,Probabilidade de sobrevivência até 60 anos 2010,Subíndice de frequência escolar - IDHM Educação 2010,Subíndice de escolaridade - IDHM Educação 2010,População masculina de 0 a 4 anos 2010,População masculina de 5 a 9 anos 2010,População masculina de 10 a 14 anos 2010,População masculina de 15 a 19 anos 2010,População masculina de 20 a 24 anos 2010,População masculina de 25 a 29 anos 2010,População masculina de 30 a 34 anos 2010,População masculina de 35 a 39 anos 2010,Taxa de fecundidade total 2010,População masculina de 40 a 44 anos 2010,População masculina de 45 a 49 anos 2010,População masculina de 50 a 54 anos 2010,População masculina de 55 a 59 anos 2010,População masculina de 60 a 64 anos 2010,População masculina de 65 a 69 anos 2010,População masculina de 70 a 74 anos 2010,População masculina de 75 a 79 anos 2010,População masculina com 80 anos e mais 2010,População feminina de 0 a 4 anos 2010,Razão de dependência 2010,População feminina de 5 a 9 anos 2010,População feminina de 10 a 14 anos 2010,População feminina de 15 a 19 anos 2010,População feminina de 20 a 24 anos 2010,População feminina de 25 a 29 anos 2010,População feminina de 30 a 34 anos 2010,População feminina de 35 a 39 anos 2010,População feminina de 40 a 44 anos 2010,População feminina de 45 a 49 anos 2010,População feminina de 50 a 54 anos 2010,Taxa de envelhecimento 2010,População feminina de 55 a 59 anos 2010,População feminina de 60 a 64 anos 2010,População feminina de 65 a 69 anos 2010,População feminina de 70 a 74 anos 2010,População feminina de 75 a 79 anos 2010,População feminina com 80 anos e mais 2010,População residente masculina 2010,População residente feminina 2010,Taxa de analfabetismo - 11 a 14 anos 2010,População de 11 a 13 anos 2010,População de 12 a 14 anos 2010,População de 15 a 24 anos 2010,População de 16 a 18 anos 2010,População de 18 a 20 anos 2010,População de 19 a 21 anos 2010,População de 6 a 17 anos 2010,% de 5 a 6 anos na escola 2010,% de 11 a 13 anos nos anos finais do fundamental REGULAR SERIADO ou com fundamental completo 2010,% de 18 a 20 anos com médio completo 2010,Taxa de analfabetismo - 15 a 17 anos 2010,"% de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população vulnerável dessa faixa 2010","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes e com filho menor 2010","% de vulneráveis e dependentes de idosos, no total de vulneráveis que coabitam com idosos. 2010",% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada vulnerável. 2010,Mulheres chefes de família e com filhos menores de 15 anos 2010,População em domicílios vulneráveis e com idoso 2010,População vulnerável de 15 a 24 anos 2010,População ocupada vulnerável à pobreza que retorna diariamente do trabalho 2010,Taxa de analfabetismo - 18 a 24 anos 2010,Taxa de analfabetismo - 25 a 29 anos 2010,% de 0 a 5 anos na escola 2010,Taxa de analfabetismo - 25 anos ou mais 2010,Taxa de frequência bruta ao básico 2010,Taxa de frequência bruta ao fundamental 2010,Taxa de frequência bruta ao médio 2010,Taxa de frequência líquida ao básico 2010,Taxa de frequência líquida ao fundamental 2010,Taxa de frequência líquida ao médio 2010,% de 11 a 13 anos nos anos finais do fundamental ou com fundamental completo 2010,Taxa de analfabetismo - 15 anos ou mais 2010,Taxa de analfabetismo - 18 anos ou mais 2010,% de 15 a 17 anos com fundamental completo 2010,% de 18 a 24 anos com fundamental completo 2010,% de 18 anos ou mais com fundamental completo 2010,% de 25 anos ou mais com fundamental completo 2010,% de 18 a 24 anos com médio completo 2010,% de 18 anos ou mais com médio completo 2010,% de 25 anos ou mais com médio completo 2010,% de 25 anos ou mais com superior completo 2010,Expectativa de anos de estudo 2010,% de 6 a 14 anos na escola 2010,% de 15 a 17 anos na escola 2010,% de 6 a 17 anos na escola 2010,% de 18 a 24 anos na escola 2010,% de 25 a 29 anos na escola 2010,Taxa de frequência bruta à pré-escola 2010,Taxa de frequência bruta ao fundamental REGULAR SERIADO 2010,Taxa de frequência bruta ao médio REGULAR SERIADO 2010,Taxa de frequência bruta ao básico REGULAR SERIADO 2010,Taxa de frequência bruta ao superior 2010,Taxa de frequência líquida à pré-escola 2010,Taxa de frequência líquida ao fundamental REGULAR SERIADO 2010,Taxa de frequência líquida ao médio REGULAR SERIADO 2010,Taxa de frequência líquida ao básico REGULAR SERIADO 2010,Taxa de frequência líquida ao superior 2010,% de 12 a 14 anos nos anos finais do fundamental ou com fundamental completo 2010,% de 6 a 14 anos no fundamental com 2 anos ou mais de atraso 2010,% de 6 a 17 anos no básico com 2 anos ou mais de atraso 2010,% de 15 a 17 anos no fundamental REGULAR SERIADO 2010,% de 18 a 24 anos no fundamental REGULAR SERIADO 2010,% de 18 a 24 anos no médio REGULAR SERIADO 2010,Renda per capita 2010,"Renda per capita , exceto renda nula 2010",% da renda proveniente de rendimentos do trabalho 2010,Renda per capita média do 1º quinto mais pobre 2010,Renda per capita máxima do 1º quinto mais pobre 2010,Renda per capita média do 2º quinto mais pobre 2010,Renda per capita máxima do 2° quinto mais pobre 2010,Renda per capita média do 3º quinto mais pobre 2010,Renda per capita máxima do 3° quinto mais pobre 2010,Renda per capita média do 4º quinto mais pobre 2010,Renda per capita máxima do 4°quinto mais pobre 2010,Renda per capita média do quinto mais rico 2010,Renda per capita média do décimo mais rico 2010,Renda per capita mínima do décimo mais rico 2010,% de extremamente pobres 2010,% de pobres 2010,% de vulneráveis à pobreza 2010,% de crianças extremamente pobres 2010,% de crianças pobres 2010,% de crianças vulneráveis à pobreza 2010,Renda per capita dos extremamente pobres 2010,Renda per capita dos pobres 2010,Renda per capita dos vulneráveis à pobreza 2010
2303204,Caririaçu,2.5,9.97,23.38,45.82,54.18,34.48,10.96,13.84,0.51,0.51,54.84,21.32,46.2,62.38,64.54,72.5,6.91,8.32,11.01,6.49,15.92,8.04,12.7,25.72,10.67,24.71,0.33,24.99,33.62,20.16,5.27,43.41,,2.68,1.51,8.68,9.54,28.31,363.3,31.85,73.35,93.07,96.25,98.39,0.59,82.1,71.76,95.81,99.29,42.43,2.6,35.17,47.72,59,3.95,43.47,20.86,63.36,68.81,30.31,4.79,0.71,5.49,11.59,2.78,26393,12362,14031,408,30.2,1201,463,469,420,2513,2524,1698,3029,18461,16098,32.42,13069,2378,26386,26165,1594,826,9331,6897,21677,3280,93.06,1769,16628,11888,699,817,10372,0.578,0.549,0.73,0.483,79.8,0.609,0.303,1146,1253,1623,1385,1002,956,831,785,2.33,691,539,494,520,431,409,304,192,251,1028,64.1,1225,1657,1361,1151,988,946,856,758,657,603,9.01,553,512,376,358,244,308,12812,13581,5.07,1850,1946,4727,1623,1406,1282,6182,90.15,83.39,25.36,4.77,27.33,67.43,71.26,7.68,1270,2106,3739,4005,7.26,16.63,41,40.79,110.1,122.58,73.07,93.98,96.01,43.16,83.69,31.65,34.48,44.58,61.9,30.33,23.01,31.87,16.86,13.38,3.79,9.66,96.05,86.19,93.57,24.62,7.49,65.73,115.69,59.82,101.61,9.92,56.68,94.32,37.72,91.49,6.2,86.45,19.32,25.52,41.85,4.67,9.6,243.1,245.16,57.05,30.44,60,90.71,120,163.09,206.8,272.69,340,663.75,838.27,510,21.83,45.21,69.23,28.61,58.37,81.94,33.46,68.29,113.6
2303303,Cariús,1.79,8.32,22.17,46.55,53.45,38.55,12.92,18.53,0.58,0.52,40.17,9.02,25.04,46.15,49.48,59.03,4.72,11.52,12.21,4.13,7.13,5.37,12.44,27.94,2.69,26.78,0.08,18.2,39.47,23.23,3.18,51.58,0.71,2.7,0.41,5.36,10.32,27.92,321.4,33.1,70.63,95.34,97.85,99.1,0.43,62.25,67.78,97.36,98.84,32.84,3.19,10.77,46.67,55,2.88,42.82,27.75,66.83,70.07,29.44,6.62,1.16,17.33,6.6,0.69,18567,10257,8310,221,26.3,758,271,261,281,1554,1467,1242,2252,14035,12793,28.22,10541,2065,18483,18167,959,590,6968,5324,15907,1850,93.93,1255,12802,6390,167,314,5909,0.597,0.546,0.751,0.519,82.01,0.68,0.303,656,720,891,1034,816,689,597,579,2.46,572,543,432,416,367,326,273,187,236,594,55.11,712,959,912,732,639,633,556,604,547,439,11.12,452,411,317,303,173,250,9334,9233,4.09,1081,1109,3494,1152,1033,941,3866,95.46,86.41,32.73,3.22,38.41,54.04,88.14,1.41,383,1584,2501,2949,6.17,16.34,45,40.63,101.13,111.11,77.16,92.79,97.42,53.61,86.8,31.79,34.57,57.54,70.17,30.31,21.86,33.97,16.06,12.26,1.94,9.71,97.12,76.63,91.09,15.71,7.67,89.48,108.59,70.14,97.29,8.63,70.02,93.31,45.19,89.16,3.91,89.85,12.65,18.2,26.35,1.47,7.37,239.39,243.54,41.8,21.42,30,78.17,126.2,165.75,221.5,291.85,375,643.26,922.74,513.33,28.7,44.85,67.79,42.2,63.38,86.74,28.24,57.64,106.02
2303402,Carnaubal,2.55,9.42,22.13,43.88,56.12,35.6,11.69,15.13,0.52,0.53,48.77,9.74,32.14,58.33,53.98,69.72,3.37,17.24,8.13,2.6,6.72,4.69,13.02,38.12,0.8,26.68,1.07,16.4,33.87,19.54,4.71,51.88,0.24,3.07,0.79,5.97,10.61,26.04,314.98,28.68,76.37,94.46,97.17,99.22,0.55,75.15,81.43,96.4,99.51,26.35,2.93,24.87,44.76,52,2.93,41.31,23.97,67.23,70.58,32.49,6.79,0.49,4.95,4.86,3.57,16746,8786,7960,299,24.8,818,289,319,298,1741,1615,1250,1904,11665,10415,26.62,8511,1498,16709,16504,993,585,5930,4355,13648,1995,94.27,1281,10372,6656,194,412,6050,0.593,0.536,0.76,0.513,82.88,0.674,0.298,733,877,1002,951,628,570,572,496,2.39,473,418,358,321,238,220,189,132,169,673,64.71,803,993,897,678,605,570,500,469,469,391,8.95,288,275,268,197,160,163,8347,8399,4.95,1207,1243,3154,1110,874,826,4182,96.37,88.69,25.22,4.56,29.93,63.81,81.9,6.47,597,1470,2519,3537,7.41,14.38,48,38.33,109.13,122.06,75.42,92.81,97.38,51.4,90.93,29.66,32.67,59.39,61.18,29.78,22.86,29.01,15.81,12.91,3.34,10.32,97.07,79.38,92.16,19.8,10.25,76.96,115.66,64.06,101.35,9.3,63.35,93.36,43.22,88.94,4.32,89.67,10.39,15.12,27.58,4.36,7.25,224.37,227.16,51.32,28.63,51,77,105.5,142.62,184.57,243.97,336.67,617.43,798.83,510,27.18,49.64,73.86,37.18,63.34,86.26,36.76,66.39,109.13
2303501,Cascavel,3.52,12.47,26.43,47.64,52.36,36.76,8.41,11.79,0.44,0.48,50.46,7.32,21.17,59.87,66.11,70.16,9.26,13.41,23.54,8.66,18.26,10.3,26.56,35.31,4.34,23.96,1.27,34.49,48.21,28.99,4.48,21.25,0.08,20.04,0.46,7.06,15.36,31.05,557.06,10.18,47.84,90.97,94.87,98.13,0.39,79.4,61.47,74.97,99.28,29.31,2.92,31.13,36.19,56,3.34,30.98,19.81,53.82,72.57,21.72,5.51,0.72,4.8,28.53,1.51,66142,9985,56157,953,19.5,2772,1064,975,1012,5627,5331,4425,8378,49420,44995,20.92,36617,5321,65970,65450,3308,2175,25090,18752,56077,6605,95.46,4675,44798,28295,484,989,26822,0.646,0.587,0.793,0.578,86.1,0.688,0.407,2516,2744,3297,3498,2967,2966,2622,2294,1.82,2174,1802,1356,1201,990,744,630,475,611,2273,49.99,2584,3308,3325,3013,2889,2757,2385,2273,1831,1425,8.04,1312,1019,872,738,523,728,32887,33255,4.22,3873,4110,12803,4300,3533,3377,13886,97.1,88.82,35.29,3.25,31.21,59.48,78.41,4.88,3245,5959,8101,7928,5.63,8.93,44,29.22,110,120.95,84.37,93.54,97.35,50.6,89.79,22.89,24.82,54.1,72.76,40.73,33.63,40.81,22.88,18.91,3.34,9.74,96.66,82.44,92.4,24.45,14.2,84.81,114.85,66.74,100.45,13.92,69.8,93.03,41.78,88.64,6.12,89.11,13.12,19.36,31.37,3.38,9.34,309.14,311.59,68.77,54.38,102,138.44,170,215.74,255,327.79,408.4,810.98,1136.44,554,12.08,31.25,60.09,17.89,44.58,75.29,33.44,78.99,135.79
2303600,Catarina,2.58,10.86,24.44,45.54,54.46,38.19,10.01,14.07,0.51,0.51,46.36,12.98,33.23,51.29,50.2,58.27,17.95,50.71,31.27,16.33,34.09,19.16,7.97,35.08,4.38,32.72,1.43,15.58,41.69,27.27,5.35,42.9,,1.56,1.01,6.64,14.92,31.47,465.85,20.67,71.8,93.64,96.64,98.34,0.53,58.69,61.76,97.08,95.32,30.3,3.26,15.68,42.87,49,5.69,36.35,36.74,61.46,70.85,27.24,5.8,4.68,1.36,23.25,0.77,18745,10017,8728,303,24,872,239,239,241,1426,1228,929,2845,14438,13509,25.8,10664,1350,18673,18496,799,461,7305,5295,16112,1596,94.44,1010,13506,7470,207,336,6927,0.618,0.551,0.764,0.56,83.33,0.688,0.371,737,635,797,814,950,901,793,594,1.74,559,582,528,400,312,234,198,119,149,677,43.22,662,799,886,1124,902,751,635,548,586,522,7.2,422,279,188,205,120,137,9302,9443,5.62,941,879,3774,959,1238,1329,3254,89.93,85.81,39.62,5.27,47.55,70.43,76.3,1.36,430,1758,2902,3412,6.85,11.2,51,37.58,108.31,114.31,92.42,88.21,94.65,48.7,86.55,29.44,31.11,59.77,74.8,37.05,27.34,43.03,22.12,16.74,2.83,8.93,94.31,68.29,87.18,20.41,11.21,60.14,105.17,58.19,92.3,6.05,42.92,87.65,33.52,81.15,3.63,87.37,12.77,16.02,21.78,4.1,4.79,246.38,248.74,59.84,31.76,63.33,102,132.5,167.31,203.75,259.9,336.67,669.41,940.83,502.5,21.25,42.19,71.73,31.89,56.7,83.85,33.91,70.58,122.11
2303659,Catunda,2.15,9.27,22.52,43.69,56.31,38.69,12.18,16.7,0.54,0.53,39.59,6.17,25.59,46.59,43.89,46.52,5.45,,10.32,5.3,14.83,7.91,6.25,37.54,13.09,22.83,0.32,21.93,44.3,27.5,6.56,34.85,,8.78,0.82,7.58,11.14,34.74,369.57,20.89,79.18,92.87,96.02,97.87,0.7,75.83,50.41,89.24,97.71,36.53,3.62,21.72,35.02,33,1.28,32.36,33.78,59.52,67.99,24.26,8.46,2.29,6.63,18.95,0.54,9952,4557,5395,131,32.9,483,192,181,169,973,876,666,1136,7116,6450,35.34,5314,966,9925,9778,505,318,3541,2685,8177,1078,92.47,651,6448,3237,67,166,3004,0.609,0.537,0.717,0.587,78.33,0.741,0.368,391,494,573,537,409,329,314,296,3.28,265,329,227,214,202,138,101,82,132,415,61.82,458,505,444,412,342,345,283,295,291,212,9.71,221,183,139,128,84,162,5033,4919,6.51,653,699,1802,581,494,486,2301,97.9,94.02,41.47,2.55,41.79,65.45,79.75,1.14,300,1377,1448,1437,6.69,15.05,67,38.45,108.64,120.56,75.27,94.66,98.72,54.61,95.68,30.02,32.85,63.18,79.49,36.83,27.55,42.29,19.76,14.86,3.88,10.38,98.72,77.69,93.19,18.9,4,67.92,114.41,72.07,103.27,9.07,53.77,96.8,49,91.89,4.06,92.49,6.92,10.84,25.56,4.14,8.89,225.43,228.83,48.67,24.22,42.8,80.23,110.8,149.43,190,238.6,330,635.92,872.11,510,27.33,48.19,75.83,38.46,63.63,87.42,33.11,64.7,113.8
2303709,Caucaia,4.3,13.2,26.71,47.32,52.68,37.12,7.88,11.25,0.41,0.48,52.97,4.94,18.97,63.97,61.55,73.69,9.09,18.87,26.54,8.47,17.75,8.85,42.79,30.44,3.06,20.02,0.83,48.25,60.36,40,5.18,5.41,0.32,16.4,1.28,10.48,18.54,42.02,738.42,3.35,26.41,85.19,93,97.16,0.28,91.28,82.92,86.73,99.3,39.39,3.59,24.93,29.9,48,3.65,23.73,18.7,38.76,73.48,17.11,3.48,0.7,2.49,8.94,3.64,325441,35221,290220,5178,17.57,15872,5145,5311,5181,29647,27221,21245,45741,236661,214363,18.84,168622,16591,324220,322217,16998,10519,121601,88297,271058,34407,95.98,21115,215536,143574,1699,4005,137870,0.682,0.62,0.808,0.632,87.56,0.688,0.533,13552,14204,17323,17228,16601,14645,12560,11452,2.01,10734,9194,6476,4660,3670,2580,2081,1255,1383,12736,47.88,13881,17084,16948,16483,14908,13407,12340,11700,10148,7211,5.1,5401,4187,3108,2608,1647,2046,159598,165843,4.81,20092,20703,66986,20704,19160,18917,71235,95.11,87.43,36.77,3.34,35.68,48.83,67.96,13.93,15320,18250,35072,33953,3.8,5.66,52,16.52,109.7,117.07,89.67,93.05,96.52,52,90.41,12.86,13.8,55.75,74.03,53.29,47.64,43.43,33.42,30.69,4.33,9.71,96.35,82.71,92.68,23.69,10.73,90.51,110.63,70.18,99.74,15.25,64.9,92.18,43.75,87.92,6.63,86.38,13.52,18.03,28.38,3.12,8.01,379.63,381.99,78.94,81.53,127.5,168.96,204,256.43,305,391.19,508,987.31,1409.08,733.33,6.53,22.82,51.67,10.17,34.71,67.99,34.52,87.75,150.37
2303808,Cedro,1.96,8.42,20.61,40.52,59.48,42.71,13.93,20.28,0.62,0.56,44.52,8.43,22,51.58,53.83,65.8,5.75,6.16,7.79,5.67,12.36,8.78,15.85,30.66,3.27,28.38,1.26,21.93,45.35,33.9,5.84,44.17,,4.09,0.33,3.05,13.03,31.9,526.1,23.07,64.83,90.48,94.6,97.49,0.68,79.3,68.42,90.63,99.62,31.04,0.98,19.75,38.34,50,2.48,35.51,19.97,60.14,70.18,23.68,6.84,0.38,4.36,15.7,0.99,24527,9368,15159,327,26,982,378,345,346,2098,1848,1371,2863,18324,16535,27.9,13672,2735,24468,24125,1125,712,9148,7044,20756,2419,94,1422,16915,9241,204,313,8724,0.627,0.592,0.753,0.553,82.18,0.668,0.378,880,1007,1257,1138,1065,880,825,807,2.14,687,700,564,510,473,405,349,229,332,890,57.34,1007,1162,1151,1017,842,885,777,718,707,695,11.15,580,536,431,385,279,357,12108,12419,5.84,1436,1383,4234,1291,1236,1198,4879,96.83,80.78,32.58,5.69,28.19,50.44,75.31,2.95,853,2520,3086,2908,6.71,11.6,50,34.07,116.17,119.54,106.58,94.14,96.86,54.81,82.87,27.52,29.33,56.99,72.16,37.83,30.57,39.19,25.21,22.25,4.21,9.51,97.52,85.21,94.32,29.86,13.76,76.67,109.98,82.43,102.82,17.84,60.25,92.79,49.58,91.38,7.61,82.81,20.63,22.41,29.77,3.29,10.45,317.69,322.2,56.23,31.09,61.5,102.7,142,193.63,254,316.2,403.33,932.11,1356.83,600,23.13,39.13,62.81,36.28,57.44,79.98,36.12,65.75,117.65
2303907,Chaval,2.62,10.49,23.99,46.68,53.32,35.66,10.15,13.6,0.48,0.5,41.09,3.2,16.74,50.53,45.92,57.77,5.13,10.91,15.47,4.68,13.74,6.77,20.49,36.31,3.47,27.26,,28.51,37.9,26.05,6.2,25.8,4.04,2.97,1.07,6.58,14.85,39.69,372.97,17.98,73.6,92.99,97.06,99.14,0.42,72.98,49.61,80.26,97.28,40.51,2.12,34.96,46.32,44,2.64,38.89,28.08,61.19,67.97,32.59,11.81,2.72,24.73,26.36,1.2,12615,3447,9168,211,33,561,219,233,182,1136,1164,913,1663,9059,8081,35.39,6418,1010,12589,12435,750,444,4600,3322,10556,1450,92.45,919,8187,4337,46,154,4137,0.586,0.524,0.716,0.536,78.3,0.691,0.323,512,558,696,716,594,447,451,391,2.49,395,329,222,216,187,188,119,90,83,492,56.73,544,754,720,569,513,491,425,376,338,227,8.01,213,221,184,160,91,103,6194,6421,8.76,867,890,2576,895,753,689,2922,96.31,93.58,30.01,4.16,36.57,64.93,86.52,3,633,1981,1992,1634,10.64,19.27,56,42.15,111.07,116.38,97.66,94.06,97.53,54.74,93.58,32.47,35.66,56.36,64.73,32.26,23.88,34.54,19.47,15.58,3.58,10.25,97.36,85.24,93.92,29.2,9.46,100.94,110.83,78.2,101.58,15.88,72.51,94.03,46.25,90.54,9,94.35,10.26,16.45,29.27,1.96,13.06,208.7,211.28,56.96,27.3,49.5,82.14,103,140.88,181.43,236.76,305,555.35,744.33,460,23.66,49.91,74.23,32.64,66.52,86.59,32.49,67.51,109.27
2303931,Choró,2.05,6.16,17.82,40.57,59.43,40.38,19.38,26.24,0.64,0.58,33.86,8.43,18.73,40.89,35.15,47.11,10.33,,18.23,10.29,25.02,13.67,6.64,26.17,10.09,17.17,,17.5,36.39,23.53,5.81,57.53,,1.72,1.09,1.74,5.2,30.48,309.3,42.84,72.77,94.61,97.81,98.39,0.49,38.92,28.18,73.18,97.84,35.64,3.83,34.49,40.33,36,2.79,35.56,32.56,66.81,71.65,27.07,5.92,2.16,26.95,39.88,2.03,12853,9059,3794,205,21.8,636,248,252,229,1228,1316,998,1689,8968,7970,23.45,6281,1067,12792,12467,746,487,4411,3087,10590,1586,94.93,1035,7969,3586,134,194,3259,0.585,0.493,0.778,0.523,84.64,0.668,0.321,544,645,840,772,591,486,394,348,2.4,321,364,298,237,207,141,157,87,154,545,62.68,565,746,745,579,455,399,335,337,319,276,8.3,250,188,141,148,103,136,6586,6267,4.64,938,1049,2687,953,772,673,3241,97.24,92.61,26.07,4.71,38.73,56.61,73.78,5.46,600,1375,2252,1186,7.58,15.83,64,43.51,105.26,117.34,75.49,93.37,97.13,47.09,93.53,32.43,35.9,51.18,62.59,32.14,24.17,32.13,17.7,13.93,2.87,9.94,97.21,81.88,92.78,28.32,8.02,55.35,114.9,70.44,102.06,17.29,47.9,93.96,42.74,91.19,8.26,91.45,12.04,18.19,36,5.26,12.66,171.62,176.09,42.61,17.57,26.67,35.26,62.4,100.06,137.5,195.22,268.67,511.84,693.1,405.25,41.75,60.78,79,54,74.84,91.27,28.43,52.32,84.79
2303956,Chorozinho,2.82,11.43,25.24,46.98,53.02,39.37,9.35,13.78,0.46,0.5,47.4,4.33,24.99,56.74,64.04,68.19,7.69,16.2,17.4,7.1,13.48,5.59,30.68,37.02,4.01,17.27,0.75,37.76,41.34,25.99,4.16,30.38,0.32,26.06,0.93,3.55,9.47,27.33,504.06,13.61,46.2,93.19,97.7,98.94,0.36,59.2,42.35,85.67,99.16,30.42,1.86,29.41,46.92,55,2.55,40.34,21.94,57,69.53,29.59,5.16,0.84,2.46,40.67,2.49,18915,7489,11426,261,27.9,865,295,297,304,1618,1575,1320,2663,13965,12580,29.99,9917,1358,18841,18470,972,638,6887,4944,15919,1989,93.56,1400,12529,7546,86,350,7109,0.604,0.57,0.742,0.522,81.07,0.644,0.343,720,826,1009,1109,940,854,746,660,2.13,579,550,364,319,242,206,177,127,172,709,50.04,706,980,1033,921,835,680,676,622,520,384,7.18,304,266,216,181,122,160,9600,9315,8.44,1165,1195,3983,1291,1145,1086,4071,94.19,85.34,30.51,5.23,32.1,64.17,84.99,7.03,803,1281,2729,2458,7.32,11.73,45,37.59,106.15,122.93,67.72,91.81,97.77,44.05,86.08,28.72,31.18,47.57,65.75,34.27,26.01,33.52,19.43,15.73,2.77,9.35,97.45,78.08,91.57,22.48,6.23,73.79,119.51,57.1,100.54,13.73,55.35,94.95,39.54,89.18,5.87,86.94,20.33,27.06,32.36,5.85,6.54,277.4,282.96,65.44,39.18,82.25,119.4,153,191.46,242,301.62,382.5,741.53,1092.26,518.57,17.2,36.15,66.03,23.32,50.44,80.88,33.1,72.04,129.18
