Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia
82686;31/01/1961;0000;5;2.173913;7;150.3;;;215.7;6.565217;9;177.4;;986.278261;34.025806;28.469677;23.9;60.137097;
82686;28/02/1961;0000;5;1.738095;6;99;;;179;7.333333;10;110.7;;987.747619;30.728571;25.965;22.935714;80.633929;
82686;31/03/1961;0000;5;1.666667;5;112;;;;7.129032;14;229.7;;986.856989;31.348387;26.134839;22.809677;81.774194;
82686;30/04/1961;0000;36;1.555556;6;94.4;;;219.8;6.566667;13;141.5;;987.023333;30.376667;25.530667;22.406667;83.191667;
82686;31/05/1961;0000;36;1.849462;6;106.9;;;260.4;5.483871;11;109.3;;988.466667;30.506452;25.371613;21.719355;79.564516;
82686;30/06/1961;0000;9;2.766667;7;94.6;;;209.1;4.555556;1;2.1;;989.211111;31.403333;25.452;20.88;66.725;
82686;31/07/1961;0000;14;3.344086;8;117.9;;;290.1;3.795699;2;9.5;;989.960215;31.922581;25.674839;20.348387;56.806452;
82686;31/08/1961;0000;14;2.580645;7;144.2;;;326.7;2.83871;2;5.9;;990.027957;33.093548;26.397419;21.148387;52.258065;
82686;30/09/1961;0000;9;2.422222;7;170.3;;;299.7;3.077778;0;0;;988.171111;34.72;27.836667;21.93;48.075;
82686;31/10/1961;0000;5;2.956989;8;201.2;;;323.5;3.956989;0;0;;987.046237;35.429032;28.903871;23.135484;44.08871;
82686;30/11/1961;0000;5;2.833333;9;205.4;;;300.8;4.155556;0;0;;986.356667;35.82;29.202;23.38;46.533333;
82686;31/12/1961;0000;5;1.903226;7;157.5;;;237.4;6.215054;0;0;;986.31828;35.335484;29.241935;24.193548;49.653226;
82686;31/01/1962;0000;5;1.55914;8;148.9;;;218.3;6.311828;6;99.1;;986.748387;34.748387;28.709677;24.03871;59.685484;
82686;28/02/1962;0000;32;1.285714;8;90;;;194.4;6.238095;7;57.7;;986.8;33.139286;27.631429;23.746429;67.75;
82686;31/03/1962;0000;32;1.365591;5;90.3;;;200.4;7.096774;18;425;;987.033333;31.335484;26.351613;22.996774;77.395161;
82686;30/04/1962;0000;32;1.111111;5;77;;;217.5;6.466667;12;136.7;;987.435556;30.486667;25.973333;22.983333;81.216667;
82686;31/05/1962;0000;32;1.602151;5;71.2;;;;5.419355;9;125.7;;988.403226;29.86129;25.300645;21.880645;79.403226;
82686;30/06/1962;0000;36;2.544444;8;108;;;;5.6;3;17.6;;989.453333;29.823333;24.899333;21.293333;71.05;
82686;31/07/1962;0000;9;2.827957;8;143.7;;;;4.612903;2;7.2;;990.662366;31.270968;25.45871;20.874194;59.25;
82686;31/08/1962;0000;9;2.72043;8;168.4;;;;3.774194;2;12.3;;989.927957;33.225806;26.637419;21.33871;52.137097;
82686;30/09/1962;0000;9;2.488889;7;184.3;;;;3.544444;0;0;;989.12;34.8;27.849333;22.466667;45.1;
82686;31/10/1962;0000;9;2.150538;5;218.1;;;;3.83871;0;0;;987.956989;36.032258;28.838065;22.732258;43.024194;
82686;30/11/1962;0000;5;1.744444;7;164.1;;;;5.9;7;18.6;;986.513333;35.236667;28.864;23.62;53.45;
82686;31/12/1962;0000;9;2.16129;8;161.5;;;226.9;6.182796;2;5.5;;986.819355;34.758065;28.852903;24.125806;54.709677;
82686;31/01/1963;0000;5;1.333333;4;112.8;;;200.6;6.892473;9;109.2;;986.531183;32.893548;27.41871;23.229032;69.362903;
82686;28/02/1963;0000;0;1.047619;4;74.2;;;189.4;7.238095;17;310.6;;987.361905;30.885714;25.997143;22.139286;81.625;
82686;31/03/1963;0000;0;1.139785;4;52.9;;;171.6;7.956989;26;439.8;;987.904301;29.864516;25.236774;22.251613;87.024194;
82686;30/04/1963;0000;36;1.111111;4;57.7;;;192.3;7.2;10;173.4;;987.383333;30.636667;25.844;22.846667;82.95;
82686;31/05/1963;0000;14;2.15914;6;116.5;;;262.2;5.462366;3;7;;989.117204;30.080645;24.881935;20.983871;76.08871;
